member_id,cate,prev_date,change_date,action_type,value_before,value_after,direction
17654490,101,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽
17654490,102,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽
17654490,103,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽
17654490,104,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽
17654490,105,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽
17654490,106,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽
17654490,107,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽
17654490,108,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽
17654490,109,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽
17654490,110,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽
17654490,111,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽
17654490,112,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽
17654490,113,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽
17654490,117,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽
17654490,121,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽
17654490,128,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽
17654490,301,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽
17654490,5008,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽
17654490,5009,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽
17654490,5010,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽
17654490,5011,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽
17654490,5031,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽
17654796,101,2026-04-04,2026-07-12,最大可贏,1200.0,2000.0,放宽
17654796,102,2026-04-04,2026-07-12,最大可贏,1200.0,2000.0,放宽
17654796,103,2026-04-04,2026-07-12,最大可贏,1200.0,2000.0,放宽
17654796,104,2026-04-04,2026-07-12,最大可贏,1200.0,2000.0,放宽
17654796,105,2026-04-04,2026-07-12,最大可贏,1200.0,2000.0,放宽
17654796,106,2026-04-04,2026-07-12,最大可贏,1200.0,2000.0,放宽
17654796,107,2026-04-04,2026-07-12,最大可贏,1200.0,2000.0,放宽
17654796,108,2026-04-04,2026-07-12,最大可贏,1200.0,2000.0,放宽
17654796,109,2026-04-04,2026-07-12,最大可贏,1200.0,2000.0,放宽
17654796,110,2026-04-04,2026-07-12,最大可贏,1200.0,2000.0,放宽
17654796,111,2026-04-04,2026-07-12,最大可贏,1200.0,2000.0,放宽
17654796,112,2026-04-04,2026-07-12,最大可贏,1200.0,2000.0,放宽
17654796,113,2026-04-04,2026-07-12,最大可贏,1200.0,2000.0,放宽
17654796,117,2026-04-04,2026-07-12,最大可贏,1200.0,2000.0,放宽
17654796,121,2026-04-04,2026-07-12,最大可贏,1200.0,2000.0,放宽
17654796,128,2026-04-04,2026-07-12,最大可贏,1200.0,2000.0,放宽
17654796,301,2026-04-04,2026-07-12,最大可贏,1200.0,2000.0,放宽
17654796,5008,2026-04-04,2026-07-12,最大可贏,1200.0,2000.0,放宽
17654796,5009,2026-04-04,2026-07-12,最大可贏,1200.0,2000.0,放宽
17654796,5010,2026-04-04,2026-07-12,最大可贏,1200.0,2000.0,放宽
17654796,5011,2026-04-04,2026-07-12,最大可贏,1200.0,2000.0,放宽
17654796,5031,2026-04-04,2026-07-12,最大可贏,1200.0,2000.0,放宽
17655475,101,2026-04-14,2026-06-27,最大可贏,1500.0,1000.0,收紧
17655475,102,2026-04-14,2026-06-27,最大可贏,1500.0,1000.0,收紧
17655475,103,2026-04-14,2026-06-27,最大可贏,1500.0,1000.0,收紧
17655475,104,2026-04-14,2026-06-27,最大可贏,1500.0,1000.0,收紧
17655475,105,2026-04-14,2026-06-27,最大可贏,1500.0,1000.0,收紧
17655475,106,2026-04-14,2026-06-27,最大可贏,1500.0,1000.0,收紧
