member_id,流水贡献,游戏输赢贡献,活跃稳定,退水支出,n_ip,n_chain,人工标记史,投注产品结构熵,索提诺稳定性,生命周期阶段
128768638,101787084.7,2008870.63,90,0.00E+00,322,1,0,0.69680264,-0.463912952,136
133530332,100901235,1009167.65,68,0.00E+00,97,1,0,0.67230886,-0.164477684,138
121125993,88268873.25,2393210.162,95,794419.8593,3,1,0,0.152710502,0.079818502,139
51792700,79781972.52,716639.5376,27,0.00E+00,12,1,0,0.69472796,-0.346927854,124.258959
128888068,78844041.53,1222450.892,102,630752.3322,214,1,0,0.79406024,-0.471800885,131
123671823,75874412.88,4016417.774,32,0.00E+00,35,1,0,0.690139113,-0.468907517,128.12956
121736427,72540148.83,2193666.689,85,652861.3395,3,1,0,0.188134466,-0.26469976,132.086295
51576226,72120400.18,1660986.813,91,0.00E+00,54,1,0,0.366157575,2.001704814,139
147483269,69048427.01,-336556.2903,59,0.00E+00,13,1,0,0.851843966,-0.454088155,137
142020180,65940320.16,549268.5085,139,0.00E+00,457,1,0,0.693258661,-0.602570361,139
85382319,57116158.5,-2362896.5,117,0.00E+00,94,1,0,0.691952597,-0.269884538,137.007228
151010918,48362357.33,1117634.889,51,0.00E+00,355,1,0,0.693147174,-0.214620436,46.230225
144860927,45730900.56,503797.1028,25,0.00E+00,45,1,0,0.693116695,-0.007506144,108.726611
51576515,40071398.12,-845962.2664,66,0.00E+00,51,1,0,0.334527972,1.254701737,128.071974
151764694,39754162.19,1108013.065,44,0.00E+00,22,1,0,1.027510659,0.222064038,49
51576495,39472545.99,-289235.8685,72,0.00E+00,61,1,0,0.330143546,0.918353486,128.071974
146157012,38991025.7,613693.3287,80,0.00E+00,88,1,0,0.69755492,-0.582302477,126.215793
148966265,38367694.41,-1285107.723,42,0.00E+00,53,1,0,0.014397977,-0.160571008,26.712215
152025599,37841402.48,914639.8261,13,0.00E+00,5,1,0,0.89601166,-0.172847047,14.762592
125983269,37088620.88,451638.2896,101,0.00E+00,95,1,0,0.914528747,0.959924113,137.007228
152018778,36517414.29,-29831.43625,10,0.00E+00,17,1,0,0.69759486,0.770395178,10.978422
152019754,36255707.63,401582.5716,22,0.00E+00,35,1,0,0.710456235,0.788502116,43
139658143,34124977.73,750248.5644,47,0.00E+00,28,1,0,0.942013712,-0.303596546,91.0504
152728901,33137626.02,-512547.9953,7,0.00E+00,9,1,0,0.632478461,-0.372283815,8.56115
77300304,32512168.64,148884.8101,20,0.00E+00,8,1,0,0.768214702,0.65482902,32.697855
147684953,30371706.47,325393.4972,47,0.00E+00,111,1,0,0.552611881,-0.462058235,133.05762
124073014,29856149.78,272650.942,120,0.00E+00,80,1,0,0.381327783,-0.322364543,130
142787360,29706875.15,357705.625,123,0.00E+00,206,1,0,0.898507321,-0.557481111,136.014422
142068801,26834323.58,52599.61008,130,0.00E+00,356,1,0,0.668461215,0.012485431,139
144662311,26789507.21,800432.5864,85,0.00E+00,171,1,0,0.31328053,-0.418918062,113.309375
140710890,26582636.28,1363333.999,45,0.00E+00,75,1,0,0.699895281,0.279125975,117.863366
141621532,26307317,400234.4,94,0.00E+00,189,1,0,0.645594149,0.169222683,139
134308334,25246920,93906.9,110,0.00E+00,180,1,0,0.681834561,-0.06103888,131
152078000,25049030.14,483540.0906,21,0.00E+00,14,1,0,0.697295462,-0.144713137,42
151683480,24218604.84,296807.7775,11,0.00E+00,14,1,0,0.676056915,-0.18098303,24.618709
35850504,22979268.53,374661.2284,134,0.00E+00,1054,1,0,0.693929633,-0.452840926,139
114024356,22662026.31,748765.4533,92,0.00E+00,208,1,0,0.96981528,-0.634961961,137
90889169,22035679,763811,44,0.00E+00,22,1,0,0,-0.512726845,136.014422
123330972,21957418.3,668602.1382,114,0.00E+00,202,1,0,0.498690896,-0.544089405,133
95788362,21884868.9,149185.6772,25,0.00E+00,18,1,0,1.218943325,-0.066286004,36.777006
142203566,21666343.1,432699.4554,93,0.00E+00,102,1,0,1.086727393,-0.573380561,135.028844
147777720,21394048.7,145799.4717,60,0.00E+00,103,1,0,0.692532058,-0.190000846,32.266195
23623168,21255198.18,223298.7341,95,0.00E+00,71,1,0,0.637440493,-0.410393838,136.014422
145353047,21025937.13,545578.1953,87,0.00E+00,105,1,0,0.751000171,-0.422148406,106.201458
6255961,20954137.1,166360.6148,118,0.00E+00,234,1,0,0.550689696,-0.465514276,138
116052736,20908461.92,-187649.7253,44,0.00E+00,29,1,0,0.684878504,-0.478985262,94.96399
148998707,20366542.7,237795.8585,31,0.00E+00,17,1,0,0.698933555,5.623810175,19.136686
71816929,20278821.71,160474.2385,53,0.00E+00,23,1,0,0.692180108,-0.329980298,128.215857
125571858,18911245.46,729553.4266,48,0.00E+00,30,1,0,0.620304204,-0.572064099,135
142070892,18446747.23,204812.4336,53,0.00E+00,32,1,0,0.056874797,-0.221850399,50.762628
73115054,18437121.97,873310.199,97,0.00E+00,35,1,0,1.415661961,-0.365057394,138
148883608,18233850,278334,62,0.00E+00,198,1,0,0.80634627,-0.105655677,72.604284
149192352,17894439.52,377659.6031,51,0.00E+00,61,1,0,0.680977272,0.645320872,82.23021
113311676,17865566,157177.45,134,0.00E+00,140,1,0,0.695196933,-0.233396859,139
23540666,17489070.96,516491.415,72,139912.5676,90,1,0,0.655480211,0.943120053,80.805712
147358075,17383096.36,672169.8435,102,0.00E+00,93,1,0,0.77584662,-0.514551976,138
152020362,16933831.37,20062.97008,11,0.00E+00,16,1,0,0.692086794,0.051935994,28.100725
63514180,16925883.93,175136.5434,70,0.00E+00,58,1,0,0.686059714,-0.44642672,123.280542
118038235,16116984.78,-153289.2061,32,0.00E+00,96,1,0,0.693939212,-0.248082392,27.151081
118817122,15925779,129659.5,104,0.00E+00,148,1,0,0.690206516,-0.048096233,118
148302714,15807816.74,231288.4135,94,0.00E+00,65,1,0,0.775738851,-0.652747277,123
149958642,15705259.54,118720.8959,80,0.00E+00,204,1,0,0.081451564,-0.342470493,87
140840421,15666016.71,173093.2108,84,0.00E+00,128,1,0,0.968087784,-0.185026376,90
141556233,15536041.75,203916.0679,130,0.00E+00,168,1,0,0.693342746,0.374174579,138
148859740,15511650.48,248039.8045,30,155116.5048,14,1,11,0.00119516,1.981153323,39.057568
84522333,15038725.81,107286.3267,97,0.00E+00,2,1,0,0.693115444,-0.061270343,137
133654305,14793240,-600082,95,0.00E+00,91,1,0,0,-0.171346827,134.043232
46444109,14736720.95,-103750.5203,67,117893.7676,84,1,85,0.417089914,3.69208245,132.086295
125665720,14624278.81,166065.9761,88,0.00E+00,99,1,0,0.693491117,-0.326211523,56.345344
149868069,14615063.45,280225.9773,36,0.00E+00,66,1,0,0.00582116,-0.423150383,88
70992922,14420295.85,196322.9179,63,0.00E+00,200,1,0,0.369250066,-0.037179458,31.798585
50661677,14028839.75,195200.4981,114,0.00E+00,120,1,0,0.576260015,-0.353507764,138
15659266,13525561.88,281680.1222,11,0.00E+00,19,1,0,0.794523472,-0.694043721,88.4892
153451766,13387126.36,-475.5434783,2,0.00E+00,3,1,0,0.678359872,0.473565684,1.841726
149241109,13324317.59,-92596.19784,4,0.00E+00,4,1,0,0.699821156,-0.100664557,2.589928
149165328,12687134.32,331191.3139,88,0.00E+00,44,1,0,0.8747937,-0.298457538,104
14840032,12666988.6,-83800.0309,59,0.00E+00,109,1,0,0.882912654,0.097608769,134.043232
149755362,12496179,302900.65,62,0.00E+00,181,1,0,0.684515522,-0.499363063,82.906494
146517701,12450130.82,282374.0179,131,0.00E+00,13,1,0,0.888916311,-0.223397855,137
134570649,12363775,184377.5,45,0.00E+00,50,1,0,0.692848088,-0.092014882,56.956812
123584935,12326343.12,37637.91661,95,0.00E+00,94,1,0,0.703401018,-0.599235753,129.179886
134634730,12312262,-4243,45,0.00E+00,36,1,0,0.692940418,0.055915591,56.956812
151401378,12126137.34,260874.2604,22,0.00E+00,20,1,0,1.03417776,-0.302984395,30.82014
128838786,12115346.19,387416.5175,84,0.00E+00,76,1,0,0.686269068,-0.466829351,139
89837297,12101696.46,144163.6346,97,0.00E+00,83,1,0,0.692070011,-0.446427216,138
127692025,12020978.06,-37126.58309,12,0.00E+00,13,1,0,0.722417815,-0.096994758,76.848954
146419059,12000428,203776.05,43,0.00E+00,64,1,0,0.883918504,-0.108583623,114.187012
129517203,11908681.19,47271.86986,76,0.00E+00,80,1,0,0.875928873,-0.396308096,138
88738081,11886904.43,-160923.6446,85,0.00E+00,51,1,0,0.610080571,4.446426054,138
139586414,11683916.22,223904.9044,98,0.00E+00,69,1,0,0.640941352,-0.215350566,138
140853303,11657271.96,226419.8602,15,0.00E+00,37,1,0,0.692667049,-0.346765621,87.071985
152629484,11616037.27,271335.8842,8,92928.29812,29,1,20,0.248803648,-0.40923389,15.165462
117911745,11394543.09,266595.1719,59,0.00E+00,112,1,0,0.722322382,-0.603767288,109.402932
127775974,11387277,264017.85,59,0.00E+00,24,1,0,0.692477292,-0.342243317,114.100744
122595651,11125170.72,117120.8785,107,0.00E+00,290,1,0,0.959064798,-0.120122748,129
134880255,10990087.91,-15353.56768,26,0.00E+00,11,1,0,0.685503465,-0.270160116,31
152119245,10752357.95,51826.84647,40,0.00E+00,16,1,0,0.67500406,-0.111162171,40.705046
