uid,n_orders_all,n_orders_late,late_def,late_share,shoe_pos_p50,stake_late_avg,stake_early_avg,stake_ramp,roi_late,roi_early,stake_late,game_pnl_late,stake_all,game_pnl_all,stake,valid_bet,profit,n_bets,n_rounds,roi,roi_late_xagg,roi_non_late,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,agent_cost,agent_pct,company_retain_pct,agent_formula_version,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,net_margin,net_margin_a_legacy,ngr_rate,net_margin_rate,net_margin_a_rate_legacy,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_late,avg_stake_non_late,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_late,hold_rate,hold_rate_late,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_late,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_late,ramp_recent,stake_ramp_xagg,vip_tier,economic_value,risk_value,pr_stake,action_priority,audit_rn,batch_id
102147182,149,66,shoe_pos>=0.80,0.4429530,0.9019607901573181,8.016880592855,7.241355940814,1.107096607097,-0.149757281554,-0.233760683761,529.1141191284,-79.2386921125,1130.1466622160,-219.7364703475,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,Z 证据不足 · 不动作,11,1
102287453,122,22,shoe_pos>=0.80,0.1803279,0.9130434989929199,14.307859588273,15.415387101971,0.928154414393,-0.018934531451,0.038623853211,314.7729109420,-5.9600775820,1856.3116211391,53.5800872802,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,12,1
102666478,103,30,shoe_pos>=0.80,0.2912621,0.8936169743537903,14.554919134587,8.901840147590,1.635046113306,0.408823529411,0.295256916996,436.6475740376,178.5118023270,1086.4819048117,370.3798833892,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,Z 证据不足 · 不动作,13,1
102709393,451,126,shoe_pos>=0.80,0.2793792,0.896896243095398,6.999122584231,6.337108826207,1.104466212618,-0.154100801832,0.050274671375,881.8894456131,-135.8998706963,2941.4498141305,-32.3561499914,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,14,1
103001148,870,124,shoe_pos>=0.80,0.1425287,0.8958333134651184,33.759403043940,29.748638773054,1.134821774585,0.128482022334,0.010809934955,4186.1659774486,537.8470706082,26378.6505021472,777.7463848111,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,15,1
103288730,548,112,shoe_pos>=0.80,0.2043796,0.9065359830856323,55.812458032290,77.155602768057,0.723375309504,0.088961252414,-0.003463770329,6250.9952996165,556.0963706876,39890.8381064894,439.5756812962,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,16,1
103291681,196,22,shoe_pos>=0.80,0.1122449,0.9074468016624451,14.234391759827,18.378357289739,0.774519263905,0.348387096774,0.008750315896,313.1566187162,109.0997252302,3510.9907871307,137.0817843869,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,Z 证据不足 · 不动作,17,1
103727117,365,119,shoe_pos>=0.80,0.3260274,0.918367326259613,69.077251851818,61.581443691762,1.121721864748,-0.002682875707,-0.067210690930,8220.1929703664,-22.0537560311,23369.2281185398,-1040.2308752584,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,18,1
104377643,195,54,shoe_pos>=0.80,0.2769231,0.9078054428100586,77.887843408100,79.376226078875,0.981249011898,0.217288549618,-0.076148620737,4205.9435440374,913.9033724601,15397.9914211588,61.6443633929,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,19,1
104827579,383,136,shoe_pos>=0.80,0.3550914,0.9166666865348816,40.856388274879,29.534804472045,1.383330243935,-0.034470484907,0.007772339976,5556.4688053836,-191.5341740942,12851.5655099787,-134.8342023486,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,20,1
104947695,235,88,shoe_pos>=0.80,0.3744681,0.9157801866531372,19.420761273628,20.092326570187,0.966576031192,-0.020487055208,-0.088586770641,1709.0269920793,-35.0129303381,4662.5989978968,-296.6603361893,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,21,1
105212508,204,45,shoe_pos>=0.80,0.2205882,0.8958333134651184,5.526920861587,5.556378822094,0.994698352749,0.106551204819,0.126026227848,248.7114387714,26.5005034533,1132.1756714844,137.8401681409,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,22,1
105442565,539,319,shoe_pos>=0.80,0.5918367,0.9130434989929199,9.051743138211,11.077111832707,0.817157330802,0.075426812205,-0.106205438566,2887.5060610893,217.7953774106,5324.4706642849,-41.0235170413,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,23,1
105574326,216,61,shoe_pos>=0.80,0.2824074,0.8775510191917419,17.920656461954,25.981773485141,0.689739538843,-0.211654135339,-0.026851202245,1093.1600441792,-231.3718439375,5120.3349343760,-339.5063313913,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,24,1
105604268,117,23,shoe_pos>=0.80,0.1965812,0.9019607901573181,20.067920474326,18.348488483509,1.093709734857,0.261268781302,0.092829486225,461.5621709095,120.5917858886,2186.3200883593,280.7001772275,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,25,1
106078281,106,16,shoe_pos>=0.80,0.1509434,0.8831818103790283,37.124212057531,41.911355350819,0.885779325120,0.115646258503,-0.052222817354,593.9873929205,68.6924195895,4366.0093744942,-128.2931954099,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,26,1
106101607,1713,110,shoe_pos>=0.80,0.0642148,0.8999999761581421,99.659109276042,81.464329499367,1.223346584800,0.102340582381,0.053688607654,10962.5020203646,1121.9088411188,141549.8222078496,8132.9602392152,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,27,1
106118876,180,54,shoe_pos>=0.80,0.3000000,0.8888888955116272,11.843708707565,12.673379868318,0.934534341322,-0.338353413655,-0.065546083321,639.5602702085,-216.3974006631,2236.4061336166,-321.0643926761,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,28,1
106265284,220,36,shoe_pos>=0.80,0.1636364,0.9130023717880249,19.620601774569,16.226315219355,1.209184063623,-0.304545454546,-0.073916035788,706.3416638845,-215.1131430923,3691.9836642459,-435.7999640418,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,Z 证据不足 · 不动作,29,1
106417070,3905,1090,shoe_pos>=0.80,0.2791293,0.9038462042808533,2.363085961504,2.432692050939,0.971387217133,0.081810338080,-0.148266705994,2575.7636980396,210.7240989501,9423.7918214337,-804.6104734571,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,30,1
106667030,616,154,shoe_pos>=0.80,0.2500000,0.9111111164093018,28.250330821433,29.120957382349,0.970103092783,-0.100041327194,0.143537609774,4350.5509465007,-435.2348907125,17804.4332571458,1495.9032183384,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,31,1
107846197,313,50,shoe_pos>=0.80,0.1597444,0.8541666865348816,189.520458223080,128.250941780752,1.477731512858,0.591358794351,-0.087482200105,9476.0229111540,5603.7294839862,43206.0205994919,2652.9550766697,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,32,1
107999262,198,30,shoe_pos>=0.80,0.1515152,0.8749457001686096,1078.553754741063,1253.907812322282,0.860153947636,-0.075588613523,0.042171788297,32356.6126422319,-2445.7914879410,243013.1251123753,6437.9703593345,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,33,1
108158300,147,44,shoe_pos>=0.80,0.2993197,0.8957880735397339,22.013314535468,16.986887788821,1.295900391475,0.122569144339,0.004665071770,968.5858395606,118.7187375740,2718.2352818092,126.8809777947,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,Z 证据不足 · 不动作,34,1
108752566,354,45,shoe_pos>=0.80,0.1271186,0.9166666865348816,19.863183760140,13.499251099131,1.471428571428,-0.081178160920,-0.022013546798,893.8432692063,-72.5605527447,5065.1118588378,-164.3849690512,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,35,1
108865532,214,76,shoe_pos>=0.80,0.3551402,0.9038106203079224,17.100903441416,22.526622287202,0.759141926534,-0.041600790514,-0.066921424440,1299.6686615476,-54.0672437265,4408.3425371815,-262.1041276044,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,36,1
108898561,161,36,shoe_pos>=0.80,0.2236025,0.9074074029922485,13.563186899447,12.409010351130,1.093011168148,-0.138611257233,0.001076337141,488.2747283801,-67.6803739761,2039.4010222714,-66.0108391349,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,37,1
109171064,434,100,shoe_pos>=0.80,0.2304147,0.8898990154266357,150.628306878313,139.799765548278,1.077457507082,-0.062788144896,0.057347733711,15062.8306878313,-945.7671957672,61755.9523809563,1731.9775132279,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,38,1
109204609,295,85,shoe_pos>=0.80,0.2881356,0.8867924809455872,17.961475294674,16.345541118881,1.098860855327,-0.025403768506,0.153958395690,1526.7254000473,-38.7845786356,4959.2890350124,489.6874117065,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,Z 证据不足 · 不动作,39,1
109269448,244,58,shoe_pos>=0.80,0.2377049,0.8947251439094543,23.192400082464,17.466383728612,1.327830674215,-0.119555422048,0.012829601991,1345.1592047829,-160.8210764502,4593.9065783047,-119.1409406791,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,Z 证据不足 · 不动作,40,1
109421127,2161,743,shoe_pos>=0.80,0.3438223,0.8999999761581421,19.622349455733,18.366875762172,1.068355321276,-0.009835805645,-0.046621728240,14579.4056456099,-143.4002003486,40623.6354763696,-1357.6272057257,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,41,1
109533214,1113,101,shoe_pos>=0.80,0.0907457,0.8936169743537903,4.796256986812,5.275862079475,0.909094459742,0.277836691409,-0.098571222400,484.4219556680,134.5901934086,5823.5943800962,-391.6985590699,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,42,1
109656696,4871,1052,shoe_pos>=0.80,0.2159721,0.9200000166893005,8.943765321728,8.404380994130,1.064178947620,-0.162937513420,-0.038265434584,9408.8411184576,-1533.0531760009,41505.1721350390,-2761.2332308964,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,43,1
109657560,221,75,shoe_pos>=0.80,0.3393665,0.8936169743537903,14.455603215788,14.383684791827,1.005000000000,0.298756218905,-0.069869129159,1084.1702411841,323.9026019057,3184.1882207908,177.1761744533,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,Z 证据不足 · 不动作,44,1
110116276,227,7,shoe_pos>=0.80,0.0308370,1.0,44.031688138243,47.225653395238,0.932368002825,-0.166666666667,0.048207663782,308.2218169677,-51.3703028280,10697.8655639200,449.4901497427,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,45,1
110181682,147,44,shoe_pos>=0.80,0.2993197,0.9191176295280457,138.606417084827,129.719989456621,1.068504689720,0.047435141509,0.033549280071,6098.6823517324,289.2918603754,19459.8412657644,737.5491228512,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,46,1
110204816,573,193,shoe_pos>=0.80,0.3368237,0.883720874786377,11.778909356532,11.616811980947,1.013953688486,-0.158183584265,0.051131759291,2273.3295058107,-359.6034094441,6687.7180585706,-133.8879565491,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,47,1
110452123,221,37,shoe_pos>=0.80,0.1674208,0.9166666865348816,29.142233955643,21.174894662965,1.376263467634,0.095914721296,-0.059351308590,1078.2626563588,103.4212621680,4974.4432743443,-127.8221560121,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,48,1
110485963,867,142,shoe_pos>=0.80,0.1637832,0.9102254509925842,16.091782633728,16.328452873932,0.985505654330,0.100751547304,0.072317984777,2285.0331339894,230.2206238897,14123.1614675901,1086.3302085026,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,49,1
110697452,101,37,shoe_pos>=0.80,0.3663366,0.918367326259613,50.197116182281,37.062870829377,1.354377441871,0.118558982160,0.244163508392,1857.2932987444,220.1988030719,4229.3170318245,799.3604397296,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,50,1
110925959,102,17,shoe_pos>=0.80,0.1666667,0.8913043141365051,2.852280398147,2.816626893176,1.012658227846,-0.502083333330,-0.054430379740,48.4887667685,-24.3454016482,287.9020526885,-37.3767577156,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,51,1
111303116,110,1,shoe_pos>=0.80,0.0090909,0.9811320900917053,40.407305640900,39.925383646969,1.012070566389,0.949999999999,0.183402971217,40.4073056409,38.3869403588,4392.2741231605,836.5322450307,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,52,1
111649991,117,24,shoe_pos>=0.80,0.2051282,0.8599439859390259,157.916666666667,97.849462365591,1.613873626374,-0.138126649077,0.015769230769,3790.0000000000,-523.5000000000,12890.0000000000,-380.0000000000,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,53,1
111792586,111,28,shoe_pos>=0.80,0.2522523,0.9166305065155029,48.993858089521,45.786832476167,1.070042530569,-0.134020618556,0.011164274322,1371.8280265066,-183.8532406655,5172.1351220285,-141.4255697425,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,Z 证据不足 · 不动作,54,1
112498274,421,94,shoe_pos>=0.80,0.2232779,0.8799999952316284,12.004025301915,13.410199190031,0.895141461496,-0.017964071857,0.009553158705,1128.3783783800,-20.2702702708,5513.5135135202,21.6216216198,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,55,1
112683725,167,83,shoe_pos>=0.80,0.4970060,0.8666666746139526,3.748629559429,4.112886466994,0.911435214541,-0.090422077915,-0.067543859644,311.1362534326,-28.1335865501,656.6187166601,-51.4688055558,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,56,1
112717576,156,29,shoe_pos>=0.80,0.1858974,0.8723403811454773,2.995714038869,3.118044057306,0.960767065446,0.858139534893,-0.215561224487,86.8757071272,74.5514789076,482.8673024051,-10.8089542571,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,57,1
112725235,190,34,shoe_pos>=0.80,0.1789474,0.8890483975410461,18.242710046665,18.558868263874,0.982964574525,-0.116449511401,0.011060711794,620.2521415866,-72.2280588330,3515.4355907510,-40.2052691122,,,,,,,,,,,,NULL_DENOM,,,,,AG03-B-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,Z 证据不足 · 不动作,58,1
