round_key,table_id,shoe_key,round_seq,biz_date,n_dealer_id,dealer_id_min,n_members,n_bets,n_bet_family,stake,validbet,ggr,rebate,hold_pct,stake_per_bet,stake_per_member,bets_per_member,n_zero_validbet,is_multiparty,n_member_pairs,audit_rn,run_id,snapshot_sync_time,batch_id
114693716|24|3,3,114693716,24,2026-06-30,1,1710,29,42,10,4522.0784,4522.0784,3571.9616,1.7947,78.989377,107.6685,155.9337,1.4483,0,1,406,4380001,A168_HF9F_20260827_0900,2026-08-27 09:00:00,439
114693716|25|3,3,114693716,25,2026-06-30,1,1710,29,40,9,4544.8429,4494.9914,3138.3468,0.4320,69.818749,113.6211,156.7187,1.3793,2,1,406,4380002,A168_HF9F_20260827_0900,2026-08-27 09:00:00,439
114693716|26|3,3,114693716,26,2026-06-30,1,1710,31,43,8,6786.6881,6778.3795,-4201.3722,0.2825,-61.981956,157.8300,218.9254,1.3871,1,1,465,4380003,A168_HF9F_20260827_0900,2026-08-27 09:00:00,439
114693716|27|3,3,114693716,27,2026-06-30,1,1710,32,46,7,5722.1810,5722.1810,-181.8268,1.0801,-3.177578,124.3952,178.8182,1.4375,0,1,496,4380004,A168_HF9F_20260827_0900,2026-08-27 09:00:00,439
114693716|28|3,3,114693716,28,2026-06-30,1,1710,28,39,9,5024.0237,5015.7151,-3766.4958,1.0801,-75.093894,128.8211,179.4294,1.3929,1,1,378,4380005,A168_HF9F_20260827_0900,2026-08-27 09:00:00,439
114693716|29|3,3,114693716,29,2026-06-30,1,1710,37,63,11,4377.6216,4369.3131,374.1869,1.1632,8.563975,69.4861,118.3141,1.7027,1,1,666,4380006,A168_HF9F_20260827_0900,2026-08-27 09:00:00,439
114693716|3|3,3,114693716,3,2026-06-30,1,462,6,13,6,210.3366,210.3366,39.2209,0.0000,18.646715,16.1797,35.0561,2.1667,0,1,15,4380007,A168_HF9F_20260827_0900,2026-08-27 09:00:00,439
114693716|30|3,3,114693716,30,2026-06-30,1,1710,21,27,7,2772.9599,2772.9599,1590.6554,0.1828,57.363088,102.7022,132.0457,1.2857,0,1,210,4380008,A168_HF9F_20260827_0900,2026-08-27 09:00:00,439
114693716|31|3,3,114693716,31,2026-06-30,1,1710,14,16,4,1279.6130,1279.6130,341.8114,1.7780,26.712095,79.9758,91.4009,1.1429,0,1,91,4380009,A168_HF9F_20260827_0900,2026-08-27 09:00:00,439
114693716|32|3,3,114693716,32,2026-06-30,1,1710,20,27,8,4260.0519,4251.7434,-3652.8439,1.9774,-85.914026,157.7797,213.0026,1.3500,1,1,190,4380010,A168_HF9F_20260827_0900,2026-08-27 09:00:00,439
114693716|33|3,3,114693716,33,2026-06-30,1,1710,18,29,7,6452.4052,136.2008,52.5242,0.0997,38.563802,222.4967,358.4670,1.6111,19,1,153,4380011,A168_HF9F_20260827_0900,2026-08-27 09:00:00,439
114693716|34|3,3,114693716,34,2026-06-30,1,1710,16,22,5,4393.0762,4384.7676,916.1390,5.6581,20.893674,199.6853,274.5673,1.3750,1,1,120,4380012,A168_HF9F_20260827_0900,2026-08-27 09:00:00,439
114693716|35|3,3,114693716,35,2026-06-30,1,1710,23,34,9,4588.6846,4580.3760,2856.5920,6.0408,62.365885,134.9613,199.5080,1.4783,1,1,253,4380013,A168_HF9F_20260827_0900,2026-08-27 09:00:00,439
114693716|36|3,3,114693716,36,2026-06-30,1,1710,18,29,8,2399.0671,141.6608,57.9842,0.1099,40.931718,82.7265,133.2815,1.6111,19,1,153,4380014,A168_HF9F_20260827_0900,2026-08-27 09:00:00,439
