round_key,table_id,shoe_key,round_seq,biz_date,n_dealer_id,dealer_id_min,n_members,n_bets,n_bet_family,stake,validbet,ggr,rebate,hold_pct,stake_per_bet,stake_per_member,bets_per_member,n_zero_validbet,is_multiparty,n_member_pairs,audit_rn,run_id,snapshot_sync_time,batch_id
114642965|6|3,3,114642965,6,2026-05-15,1,1951,8,9,3,820.2155,820.2155,763.6039,2.7562,93.097961,91.1351,102.5269,1.1250,0,1,28,2350001,A168_HF9F_20260827_0900,2026-08-27 09:00:00,236
114642965|7|3,3,114642965,7,2026-05-15,1,1951,11,16,6,1114.9189,1114.9189,1014.0748,0.0000,90.955025,69.6824,101.3563,1.4545,0,1,55,2350002,A168_HF9F_20260827_0900,2026-08-27 09:00:00,236
114642965|8|3,3,114642965,8,2026-05-15,1,1951,21,30,8,1502.9481,1502.9481,-1341.4967,0.0000,-89.257687,50.0983,71.5690,1.4286,0,1,210,2350003,A168_HF9F_20260827_0900,2026-08-27 09:00:00,236
114642965|9|3,3,114642965,9,2026-05-15,1,1951,34,43,7,4796.0271,4796.0271,1115.6495,0.0000,23.261952,111.5355,141.0596,1.2647,0,1,561,2350004,A168_HF9F_20260827_0900,2026-08-27 09:00:00,236
114642985|1|3,3,114642985,1,2026-05-15,1,1947,3,3,1,547.4547,0.0000,0.0000,0.0000,,182.4849,182.4849,1.0000,3,1,3,2350005,A168_HF9F_20260827_0900,2026-08-27 09:00:00,236
114642985|10|3,3,114642985,10,2026-05-15,1,1947,13,13,2,756.1682,756.1682,291.6454,0.1512,38.568854,58.1668,58.1668,1.0000,0,1,78,2350006,A168_HF9F_20260827_0900,2026-08-27 09:00:00,236
114642985|11|3,3,114642985,11,2026-05-15,1,1947,9,9,3,423.0808,423.0808,347.5461,0.0000,82.146503,47.0090,47.0090,1.0000,0,1,36,2350007,A168_HF9F_20260827_0900,2026-08-27 09:00:00,236
114642985|12|3,3,114642985,12,2026-05-15,1,1947,10,10,3,1249.7126,1249.7126,-544.6412,0.0000,-43.581314,124.9713,124.9713,1.0000,0,1,45,2350008,A168_HF9F_20260827_0900,2026-08-27 09:00:00,236
114642985|13|3,3,114642985,13,2026-05-15,1,1947,18,24,8,1191.0495,1182.6470,-473.2678,0.0000,-40.017671,49.6271,66.1694,1.3333,1,1,153,2350009,A168_HF9F_20260827_0900,2026-08-27 09:00:00,236
114642985|14|3,3,114642985,14,2026-05-15,1,1947,10,10,2,626.0795,626.0795,124.9540,0.0000,19.958169,62.6080,62.6080,1.0000,0,1,45,2350010,A168_HF9F_20260827_0900,2026-08-27 09:00:00,236
