round_key,table_id,shoe_key,round_seq,biz_date,n_dealer_id,dealer_id_min,n_members,n_bets,n_bet_family,stake,validbet,ggr,rebate,hold_pct,stake_per_bet,stake_per_member,bets_per_member,n_zero_validbet,is_multiparty,n_member_pairs,audit_rn,run_id,snapshot_sync_time,batch_id
114632053|6|6,6,114632053,6,2026-05-04,1,2267,7,8,3,230.5973,230.5973,99.4027,0.0000,43.106622,28.8247,32.9425,1.1429,0,1,21,1880001,A168_HF9F_20260827_0900,2026-08-27 09:00:00,189
114632053|7|6,6,114632053,7,2026-05-04,1,2267,6,8,3,228.4770,228.4770,-226.7107,0.0000,-99.226939,28.5596,38.0795,1.3333,0,1,15,1880002,A168_HF9F_20260827_0900,2026-08-27 09:00:00,189
114632053|8|6,6,114632053,8,2026-05-04,1,2267,13,17,5,4916.4497,4.2012,-33.6099,0.0000,-800.000000,289.2029,378.1884,1.3077,16,1,78,1880003,A168_HF9F_20260827_0900,2026-08-27 09:00:00,189
114632053|9|6,6,114632053,9,2026-05-04,1,2267,8,9,3,2030.9452,2030.9452,482.8894,0.0000,23.776586,225.6606,253.8681,1.1250,0,1,28,1880004,A168_HF9F_20260827_0900,2026-08-27 09:00:00,189
114632075|1|6,6,114632075,1,2026-05-04,1,1702,1,1,1,6.3019,6.3019,-6.3019,0.0000,-100.000000,6.3019,6.3019,1.0000,0,0,0,1880005,A168_HF9F_20260827_0900,2026-08-27 09:00:00,189
114632075|10|6,6,114632075,10,2026-05-04,1,1702,3,4,2,189.3011,149.3011,-113.0093,0.0000,-75.692185,47.3253,63.1004,1.3333,1,1,3,1880006,A168_HF9F_20260827_0900,2026-08-27 09:00:00,189
114632075|11|6,6,114632075,11,2026-05-04,1,1702,3,3,1,151.0065,151.0065,-151.0065,0.0000,-100.000000,50.3355,50.3355,1.0000,0,1,3,1880007,A168_HF9F_20260827_0900,2026-08-27 09:00:00,189
114632075|12|6,6,114632075,12,2026-05-04,1,1702,4,4,3,54.9208,54.9208,15.4575,0.0000,28.145068,13.7302,13.7302,1.0000,0,1,6,1880008,A168_HF9F_20260827_0900,2026-08-27 09:00:00,189
114632075|13|6,6,114632075,13,2026-05-04,1,1702,4,8,5,210.8635,38.9186,38.9186,0.0000,100.000000,26.3579,52.7159,2.0000,5,1,6,1880009,A168_HF9F_20260827_0900,2026-08-27 09:00:00,189
114632075|14|6,6,114632075,14,2026-05-04,1,1702,4,4,2,107.0806,107.0806,3.2977,0.0000,3.079644,26.7701,26.7701,1.0000,0,1,6,1880010,A168_HF9F_20260827_0900,2026-08-27 09:00:00,189
114632075|15|6,6,114632075,15,2026-05-04,1,1702,3,3,2,41.5132,41.5132,-20.7566,0.0000,-50.000000,13.8377,13.8377,1.0000,0,1,3,1880011,A168_HF9F_20260827_0900,2026-08-27 09:00:00,189
114632075|16|6,6,114632075,16,2026-05-04,1,1702,4,4,2,474.6100,474.6100,-433.0968,0.0000,-91.253206,118.6525,118.6525,1.0000,0,1,6,1880012,A168_HF9F_20260827_0900,2026-08-27 09:00:00,189
114632075|17|6,6,114632075,17,2026-05-04,1,1702,6,6,2,634.2253,0.0000,0.0000,0.0000,,105.7042,105.7042,1.0000,6,1,15,1880013,A168_HF9F_20260827_0900,2026-08-27 09:00:00,189
114632075|18|6,6,114632075,18,2026-05-04,1,1702,11,12,3,809.2002,809.2002,-280.8848,0.0000,-34.711414,67.4334,73.5637,1.0909,0,1,55,1880014,A168_HF9F_20260827_0900,2026-08-27 09:00:00,189
