round_key,table_id,shoe_key,round_seq,biz_date,n_dealer_id,dealer_id_min,n_members,n_bets,n_bet_family,stake,validbet,ggr,rebate,hold_pct,stake_per_bet,stake_per_member,bets_per_member,n_zero_validbet,is_multiparty,n_member_pairs,audit_rn,run_id,snapshot_sync_time,batch_id
1251458|40|912,912,1251458,40,2026-06-02,1,-1,6,7,3,3089.3300,3089.3300,-1601.8180,0.8309,-51.850013,441.3329,514.8883,1.1667,0,1,15,3170001,A168_HF9F_20260827_0900,2026-08-27 09:00:00,318
1251458|41|912,912,1251458,41,2026-06-02,1,-1,18,20,4,3682.2479,3682.2479,2091.0073,6.3353,56.786162,184.1124,204.5693,1.1111,0,1,153,3170002,A168_HF9F_20260827_0900,2026-08-27 09:00:00,318
1251458|42|912,912,1251458,42,2026-06-02,1,-1,2,2,2,6214.8184,6214.8184,6206.5098,0.0000,99.866310,3107.4092,3107.4092,1.0000,0,1,1,3170003,A168_HF9F_20260827_0900,2026-08-27 09:00:00,318
1251458|43|912,912,1251458,43,2026-06-02,1,-1,8,15,8,380.4684,359.6969,10.3512,0.8309,2.877752,25.3646,47.5586,1.8750,1,1,28,3170004,A168_HF9F_20260827_0900,2026-08-27 09:00:00,318
1251458|44|912,912,1251458,44,2026-06-02,1,-1,7,14,8,654.1791,633.4077,-432.0670,3.3234,-68.213095,46.7271,93.4542,2.0000,1,1,21,3170005,A168_HF9F_20260827_0900,2026-08-27 09:00:00,318
1251458|45|912,912,1251458,45,2026-06-02,1,-1,7,8,3,123.8531,123.8531,98.7805,0.0000,79.756149,15.4816,17.6933,1.1429,0,1,21,3170006,A168_HF9F_20260827_0900,2026-08-27 09:00:00,318
1251458|46|912,912,1251458,46,2026-06-02,1,-1,8,8,3,948.7635,948.7635,398.2815,5.6083,41.979010,118.5954,118.5954,1.0000,0,1,28,3170007,A168_HF9F_20260827_0900,2026-08-27 09:00:00,318
1251458|47|912,912,1251458,47,2026-06-02,1,-1,21,22,3,3116.3181,3116.3181,2008.4331,0.0000,64.448913,141.6508,148.3961,1.0476,0,1,210,3170008,A168_HF9F_20260827_0900,2026-08-27 09:00:00,318
1251458|48|912,912,1251458,48,2026-06-02,1,-1,9,12,5,511.9187,511.9187,-16.7684,2.7253,-3.275596,42.6599,56.8799,1.3333,0,1,36,3170009,A168_HF9F_20260827_0900,2026-08-27 09:00:00,318
1251458|49|912,912,1251458,49,2026-06-02,1,-1,6,6,2,310.9081,310.9081,-175.9932,0.5608,-56.606174,51.8180,51.8180,1.0000,0,1,15,3170010,A168_HF9F_20260827_0900,2026-08-27 09:00:00,318
