round_key,table_id,shoe_key,round_seq,biz_date,n_dealer_id,dealer_id_min,n_members,n_bets,n_bet_family,stake,validbet,ggr,rebate,hold_pct,stake_per_bet,stake_per_member,bets_per_member,n_zero_validbet,is_multiparty,n_member_pairs,audit_rn,run_id,snapshot_sync_time,batch_id
114718519|41|5,5,114718519,41,2026-07-22,1,1714,11,14,5,875.0935,875.0935,-371.1454,0.0000,-42.412085,62.5067,79.5540,1.2727,0,1,55,5370001,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718519|42|5,5,114718519,42,2026-07-22,1,1714,14,14,2,2138.0822,2138.0822,-1906.7549,0.0000,-89.180617,152.7202,152.7202,1.0000,0,1,91,5370002,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718519|43|5,5,114718519,43,2026-07-22,1,1714,21,28,6,2140.5979,2128.2269,694.5679,0.0000,32.635989,76.4499,101.9332,1.3333,1,1,210,5370003,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718519|44|5,5,114718519,44,2026-07-22,1,1714,27,34,7,1959.8488,1959.8488,-441.4036,0.0000,-22.522328,57.6426,72.5870,1.2593,0,1,351,5370004,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718519|45|5,5,114718519,45,2026-07-22,1,1714,24,35,8,1957.6460,1957.6460,-675.7327,0.0000,-34.517616,55.9327,81.5686,1.4583,0,1,276,5370005,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718519|46|5,5,114718519,46,2026-07-22,1,1714,27,35,8,2104.5870,2104.5870,-1531.2103,0.0000,-72.755859,60.1311,77.9477,1.2963,0,1,351,5370006,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718519|47|5,5,114718519,47,2026-07-22,1,1714,33,42,8,3455.4398,78.3945,-204.4550,0.0000,-260.802908,82.2724,104.7103,1.2727,31,1,528,5370007,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718519|48|5,5,114718519,48,2026-07-22,1,1714,26,34,7,2582.6059,103.7275,48.5421,0.0000,46.797713,75.9590,99.3310,1.3077,25,1,325,5370008,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718519|49|5,5,114718519,49,2026-07-22,1,1714,24,34,7,2905.3022,2905.3022,300.7648,0.0000,10.352271,85.4501,121.0543,1.4167,0,1,276,5370009,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718519|5|5,5,114718519,5,2026-07-22,1,2155,5,5,2,107.4090,107.4090,-7.0495,0.1308,-6.563258,21.4818,21.4818,1.0000,0,1,10,5370010,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718519|50|5,5,114718519,50,2026-07-22,1,1714,28,30,4,2853.1878,1.0220,-2.6571,0.0000,-260.000000,95.1063,101.8996,1.0714,28,1,378,5370011,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718519|51|5,5,114718519,51,2026-07-22,1,1714,30,31,3,3416.4420,14.4149,-115.3193,0.0000,-800.000000,110.2078,113.8814,1.0333,29,1,435,5370012,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718519|52|5,5,114718519,52,2026-07-22,1,1714,34,37,5,4198.9328,11.3491,2.1515,0.0000,18.957505,113.4847,123.4980,1.0882,34,1,561,5370013,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718519|6|5,5,114718519,6,2026-07-22,1,2155,8,8,2,168.3210,168.3210,118.6686,0.0000,70.501324,21.0401,21.0401,1.0000,0,1,28,5370014,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718519|7|5,5,114718519,7,2026-07-22,1,2155,19,22,5,1272.8593,83.4254,83.4254,0.0000,100.000000,57.8572,66.9926,1.1579,19,1,171,5370015,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718519|8|5,5,114718519,8,2026-07-22,1,2155,19,21,5,1070.0513,1070.0513,-408.2197,0.1635,-38.149547,50.9548,56.3185,1.1053,0,1,171,5370016,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718519|9|5,5,114718519,9,2026-07-22,1,2155,17,22,6,1336.1263,1336.1263,1195.5482,0.0000,89.478681,60.7330,78.5957,1.2941,0,1,136,5370017,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|1|5,5,114718548,1,2026-07-22,1,1714,4,4,2,460.1767,460.1767,409.8320,0.0000,89.059709,115.0442,115.0442,1.0000,0,1,6,5370018,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|10|5,5,114718548,10,2026-07-22,1,1654,12,15,5,2828.8118,2828.8118,-2016.9141,0.0000,-71.298984,188.5875,235.7343,1.2500,0,1,66,5370019,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|11|5,5,114718548,11,2026-07-22,1,1654,12,19,7,2014.0171,2014.0171,1906.9381,0.0000,94.683309,106.0009,167.8348,1.5833,0,1,66,5370020,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|12|5,5,114718548,12,2026-07-22,1,1654,8,12,5,3444.7134,3444.7134,-1771.6008,0.0000,-51.429555,287.0595,430.5892,1.5000,0,1,28,5370021,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|13|5,5,114718548,13,2026-07-22,1,1654,14,19,6,518.0752,518.0752,111.3585,0.0000,21.494659,27.2671,37.0054,1.3571,0,1,91,5370022,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|14|5,5,114718548,14,2026-07-22,1,1654,15,18,6,783.5101,783.5101,322.1556,0.0000,41.116977,43.5283,52.2340,1.2000,0,1,105,5370023,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|15|5,5,114718548,15,2026-07-22,1,1654,16,28,7,2431.6078,2431.6078,-1584.1423,0.0000,-65.147936,86.8431,151.9755,1.7500,0,1,120,5370024,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|16|5,5,114718548,16,2026-07-22,1,1654,18,28,8,1844.1657,1844.1657,-1471.1309,0.0000,-79.772168,65.8631,102.4536,1.5556,0,1,153,5370025,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|17|5,5,114718548,17,2026-07-22,1,1654,15,20,7,1951.2690,1951.2690,-1774.8870,0.0000,-90.960652,97.5635,130.0846,1.3333,0,1,105,5370026,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|18|5,5,114718548,18,2026-07-22,1,1654,39,45,7,3629.2563,42.2766,-115.5345,0.0000,-273.282466,80.6501,93.0579,1.1538,39,1,741,5370027,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|19|5,5,114718548,19,2026-07-22,1,1654,34,47,8,1762.3535,1762.3535,535.5246,0.4415,30.386898,37.4969,51.8339,1.3824,0,1,561,5370028,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|2|5,5,114718548,2,2026-07-22,1,1714,4,4,2,478.5751,478.5751,468.2480,0.0000,97.842113,119.6438,119.6438,1.0000,0,1,6,5370029,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|20|5,5,114718548,20,2026-07-22,1,1654,23,30,7,1368.8750,1368.8750,-409.7294,0.3908,-29.931833,45.6292,59.5163,1.3043,0,1,253,5370030,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|21|5,5,114718548,21,2026-07-22,1,1654,17,21,5,4227.0795,11.4459,-89.1142,0.0920,-778.571429,201.2895,248.6517,1.2353,17,1,136,5370031,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|22|5,5,114718548,22,2026-07-22,1,1654,15,18,5,1419.2849,1419.2849,284.1122,0.0000,20.017986,78.8492,94.6190,1.2000,0,1,105,5370032,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|23|5,5,114718548,23,2026-07-22,1,1654,19,23,6,4953.9166,61.3171,-30.6585,0.0920,-50.000000,215.3877,260.7325,1.2105,19,1,171,5370033,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|24|5,5,114718548,24,2026-07-22,1,1654,21,26,6,1496.5154,1496.5154,1219.6559,0.0920,81.499721,57.5583,71.2626,1.2381,0,1,210,5370034,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|25|5,5,114718548,25,2026-07-22,1,1654,26,36,7,5640.7293,5640.7293,-3591.4219,0.5335,-63.669460,156.6869,216.9511,1.3846,0,1,325,5370035,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|26|5,5,114718548,26,2026-07-22,1,1654,27,35,6,1693.9673,1693.9673,-380.6093,0.5702,-22.468514,48.3991,62.7395,1.2963,0,1,351,5370036,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|27|5,5,114718548,27,2026-07-22,1,1654,33,41,6,5588.6311,5588.6311,4475.1011,0.6990,80.075085,136.3081,169.3525,1.2424,0,1,528,5370037,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|28|5,5,114718548,28,2026-07-22,1,1654,19,31,8,884.1203,884.1203,-254.3704,0.3863,-28.771023,28.5200,46.5326,1.6316,0,1,171,5370038,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|29|5,5,114718548,29,2026-07-22,1,1654,20,33,7,952.6823,952.6823,378.1694,0.4783,39.695226,28.8692,47.6341,1.6500,0,1,190,5370039,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|3|5,5,114718548,3,2026-07-22,1,1714,6,8,4,507.3132,507.3132,323.6631,0.1863,63.799460,63.4141,84.5522,1.3333,0,1,15,5370040,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|30|5,5,114718548,30,2026-07-22,1,1654,20,26,6,1467.7609,1467.7609,-124.8737,0.0920,-8.507768,56.4523,73.3880,1.3000,0,1,190,5370041,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|31|5,5,114718548,31,2026-07-22,1,1654,18,26,6,946.1250,60.9083,-89.9317,0.1288,-147.651007,36.3894,52.5625,1.4444,18,1,153,5370042,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|32|5,5,114718548,32,2026-07-22,1,1654,17,24,5,1872.2428,1872.2428,-645.9078,0.4415,-34.499145,78.0101,110.1319,1.4118,0,1,136,5370043,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|33|5,5,114718548,33,2026-07-22,1,1654,21,31,6,1577.6480,1577.6480,1001.3301,0.5702,63.469804,50.8919,75.1261,1.4762,0,1,210,5370044,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|34|5,5,114718548,34,2026-07-22,1,1654,15,23,6,1774.6599,1774.6599,-269.0851,4.9103,-15.162630,77.1591,118.3107,1.5333,0,1,105,5370045,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|35|5,5,114718548,35,2026-07-22,1,1654,16,24,6,1575.5183,1575.5183,502.2576,0.3679,31.878880,65.6466,98.4699,1.5000,0,1,120,5370046,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|36|5,5,114718548,36,2026-07-22,1,1654,29,45,7,2326.8525,2326.8525,479.4936,0.3679,20.606962,51.7078,80.2363,1.5517,0,1,406,5370047,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|37|5,5,114718548,37,2026-07-22,1,1654,19,29,7,1178.0274,1178.0274,-260.8610,0.5335,-22.143879,40.6216,62.0014,1.5263,0,1,171,5370048,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|38|5,5,114718548,38,2026-07-22,1,2155,27,37,6,3215.2583,78.7549,-76.8293,0.0920,-97.554998,86.8989,119.0836,1.3704,27,1,351,5370049,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|39|5,5,114718548,39,2026-07-22,1,2155,29,41,7,3436.0100,3436.0100,-1664.1960,7.0224,-48.433968,83.8051,118.4831,1.4138,0,1,406,5370050,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|4|5,5,114718548,4,2026-07-22,1,1714,6,9,4,479.0786,479.0786,479.0786,0.1863,100.000000,53.2310,79.8464,1.5000,0,1,15,5370051,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|40|5,5,114718548,40,2026-07-22,1,2155,26,43,6,3484.3362,3484.3362,1319.4974,0.5702,37.869407,81.0311,134.0129,1.6538,0,1,325,5370052,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|41|5,5,114718548,41,2026-07-22,1,2155,18,19,3,2537.3911,2537.3911,-1791.5676,6.6545,-70.606678,133.5469,140.9662,1.0556,0,1,153,5370053,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|42|5,5,114718548,42,2026-07-22,1,2155,15,25,6,2783.3344,2783.3344,-1030.0470,6.6545,-37.007664,111.3334,185.5556,1.6667,0,1,105,5370054,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|43|5,5,114718548,43,2026-07-22,1,2155,17,25,6,3882.1666,3882.1666,-162.6761,6.6545,-4.190344,155.2867,228.3627,1.4706,0,1,136,5370055,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|44|5,5,114718548,44,2026-07-22,1,2155,20,23,4,1734.2652,1734.2652,213.9642,0.0000,12.337458,75.4028,86.7133,1.1500,0,1,190,5370056,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|45|5,5,114718548,45,2026-07-22,1,2155,16,20,5,2600.8558,2600.8558,1938.3404,6.9815,74.527022,130.0428,162.5535,1.2500,0,1,120,5370057,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
114718548|46|5,5,114718548,46,2026-07-22,1,2155,15,19,5,1220.8302,1220.8302,-334.4517,0.0000,-27.395433,64.2542,81.3887,1.2667,0,1,105,5370058,A168_HF9F_20260827_0900,2026-08-27 09:00:00,538
