round_key,table_id,shoe_key,round_seq,biz_date,n_dealer_id,dealer_id_min,n_members,n_bets,n_bet_family,stake,validbet,ggr,rebate,hold_pct,stake_per_bet,stake_per_member,bets_per_member,n_zero_validbet,is_multiparty,n_member_pairs,audit_rn,run_id,snapshot_sync_time,batch_id
114695128|41|115,115,114695128,41,2026-07-01,1,2145,30,38,5,5627.3861,5627.3861,-169.4737,0.7985,-3.011587,148.0891,187.5795,1.2667,0,1,435,4420001,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695128|42|115,115,114695128,42,2026-07-01,1,2145,18,20,3,5985.0279,5964.5888,-5384.3343,0.0000,-90.271676,299.2514,332.5015,1.1111,1,1,153,4420002,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695128|43|115,115,114695128,43,2026-07-01,1,1306,15,28,8,1599.1446,1599.1446,566.7729,0.0000,35.442254,57.1123,106.6096,1.8667,0,1,105,4420003,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695128|44|115,115,114695128,44,2026-07-01,1,1306,21,30,8,3936.1656,3936.1656,2958.7077,0.0000,75.167258,131.2055,187.4365,1.4286,0,1,210,4420004,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695128|45|115,115,114695128,45,2026-07-01,1,1306,21,29,8,6040.3976,6019.9586,662.3134,0.0000,11.001960,208.2896,287.6380,1.3810,1,1,210,4420005,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695128|46|115,115,114695128,46,2026-07-01,1,1306,27,41,8,4320.2722,4320.2722,1726.5326,0.4905,39.963515,105.3725,160.0101,1.5185,0,1,351,4420006,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695128|47|115,115,114695128,47,2026-07-01,1,1306,26,36,7,2916.5903,2916.5903,1043.1524,1.6351,35.766161,81.0164,112.1765,1.3846,0,1,325,4420007,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695128|48|115,115,114695128,48,2026-07-01,1,1306,21,36,7,1491.4629,1491.4629,127.9630,0.0000,8.579699,41.4295,71.0220,1.7143,0,1,210,4420008,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695128|49|115,115,114695128,49,2026-07-01,1,1306,18,29,7,1060.4110,1019.9720,1.6777,0.0000,0.164481,36.5659,58.9117,1.6111,2,1,153,4420009,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695128|5|115,115,114695128,5,2026-07-01,1,2101,10,10,2,337.4342,337.4342,-106.5901,0.7985,-31.588412,33.7434,33.7434,1.0000,0,1,45,4420010,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695128|50|115,115,114695128,50,2026-07-01,1,1306,18,23,5,1307.9085,1287.4694,-969.8961,0.6654,-75.333520,56.8656,72.6616,1.2778,1,1,153,4420011,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695128|51|115,115,114695128,51,2026-07-01,1,1306,28,34,6,5218.4013,5197.9622,-3502.2533,0.8594,-67.377428,153.4824,186.3715,1.2143,1,1,378,4420012,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695128|6|115,115,114695128,6,2026-07-01,1,2101,13,15,4,2545.7671,2545.7671,2337.9884,0.2662,91.838268,169.7178,195.8282,1.1538,0,1,78,4420013,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695128|7|115,115,114695128,7,2026-07-01,1,2101,9,9,1,220.8088,220.8088,-220.8088,1.0399,-100.000000,24.5343,24.5343,1.0000,0,1,36,4420014,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695128|8|115,115,114695128,8,2026-07-01,1,2101,16,17,3,1216.2147,1199.5785,-791.2582,0.6406,-65.961349,71.5420,76.0134,1.0625,0,1,120,4420015,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695128|9|115,115,114695128,9,2026-07-01,1,2101,23,29,7,2506.9546,2506.9546,-615.0337,0.8037,-24.533102,86.4467,108.9980,1.2609,0,1,253,4420016,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|1|115,115,114695161,1,2026-07-01,1,1306,5,5,2,45.8178,45.8178,-20.0000,0.0000,-43.651178,9.1636,9.1636,1.0000,0,1,10,4420017,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|10|115,115,114695161,10,2026-07-01,1,1306,7,7,2,307.4955,307.4955,45.0283,0.0000,14.643567,43.9279,43.9279,1.0000,0,1,21,4420018,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|11|115,115,114695161,11,2026-07-01,1,1306,10,10,2,576.9816,576.9816,-272.6184,0.0000,-47.249063,57.6982,57.6982,1.0000,0,1,45,4420019,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|12|115,115,114695161,12,2026-07-01,1,1306,12,12,1,4448.3017,4448.3017,4448.3017,0.0000,100.000000,370.6918,370.6918,1.0000,0,1,66,4420020,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|13|115,115,114695161,13,2026-07-01,1,2101,17,20,5,5421.0447,5421.0447,-552.9237,0.0000,-10.199578,271.0522,318.8850,1.1765,0,1,136,4420021,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|14|115,115,114695161,14,2026-07-01,1,2101,9,9,2,2606.9038,2606.9038,-2207.4895,0.0000,-84.678594,289.6560,289.6560,1.0000,0,1,36,4420022,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|15|115,115,114695161,15,2026-07-01,1,2101,9,12,5,1381.7963,1381.7963,810.4382,0.3270,58.651060,115.1497,153.5329,1.3333,0,1,36,4420023,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|16|115,115,114695161,16,2026-07-01,1,2101,12,15,5,2236.6556,2236.6556,-2416.9985,0.0000,-108.063059,149.1104,186.3880,1.2500,0,1,66,4420024,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|17|115,115,114695161,17,2026-07-01,1,2101,19,36,9,9581.8453,9581.8453,1931.9920,38.9847,20.163048,266.1624,504.3076,1.8947,0,1,171,4420025,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|18|115,115,114695161,18,2026-07-01,1,2101,36,58,9,42547.8881,42547.8881,-21153.6591,285.8907,-49.717295,733.5843,1181.8858,1.6111,0,1,630,4420026,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|19|115,115,114695161,19,2026-07-01,1,2101,41,61,9,47309.7001,47309.7001,1232.7836,291.2158,2.605773,775.5689,1153.8951,1.4878,0,1,820,4420027,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|2|115,115,114695161,2,2026-07-01,1,1306,10,10,2,293.3390,293.3390,-21.7343,0.0000,-7.409278,29.3339,29.3339,1.0000,0,1,45,4420028,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|20|115,115,114695161,20,2026-07-01,1,2101,44,63,9,44760.9699,44754.3421,-31785.6950,180.3305,-71.022595,710.4916,1017.2948,1.4318,1,1,946,4420029,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|21|115,115,114695161,21,2026-07-01,1,2101,19,34,8,5728.4805,5728.4805,5327.9779,22.1705,93.008572,168.4847,301.4990,1.7895,0,1,171,4420030,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|22|115,115,114695161,22,2026-07-01,1,2101,25,35,8,6155.7621,6155.7621,-4753.3677,43.7662,-77.218184,175.8789,246.2305,1.4000,0,1,300,4420031,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|23|115,115,114695161,23,2026-07-01,1,2101,34,53,9,19089.0215,19089.0215,-16582.7947,123.0149,-86.870847,360.1702,561.4418,1.5588,0,1,561,4420032,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|24|115,115,114695161,24,2026-07-01,1,2101,40,51,7,21964.6495,21964.6495,-15317.7060,101.6599,-69.737994,430.6794,549.1162,1.2750,0,1,780,4420033,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|25|115,115,114695161,25,2026-07-01,1,2101,35,51,8,23263.3522,23263.3522,-16316.6459,121.3063,-70.138842,456.1442,664.6672,1.4571,0,1,595,4420034,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|26|115,115,114695161,26,2026-07-01,1,2101,40,61,9,20068.1215,20068.1215,13388.1832,99.7114,66.713684,328.9856,501.7030,1.5250,0,1,780,4420035,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|27|115,115,114695161,27,2026-07-01,1,2101,26,42,9,8422.6224,8422.6224,6170.1800,0.0245,73.257232,200.5386,323.9470,1.6154,0,1,325,4420036,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|28|115,115,114695161,28,2026-07-01,1,2101,18,33,9,9066.9626,9066.9626,-13398.3246,0.9443,-147.770816,274.7564,503.7201,1.8333,0,1,153,4420037,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|29|115,115,114695161,29,2026-07-01,1,2101,23,35,8,8655.1279,8655.1279,1687.8318,2.6003,19.500946,247.2894,376.3099,1.5217,0,1,253,4420038,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|3|115,115,114695161,3,2026-07-01,1,1306,6,6,2,151.9978,151.9978,-106.1800,0.0000,-69.856285,25.3330,25.3330,1.0000,0,1,15,4420039,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|30|115,115,114695161,30,2026-07-01,1,2101,24,39,9,16849.4821,16849.4821,-14992.6522,42.7631,-88.979899,432.0380,702.0618,1.6250,0,1,276,4420040,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|31|115,115,114695161,31,2026-07-01,1,2101,37,53,7,14698.9606,14698.9606,14226.1926,42.9593,96.783664,277.3389,397.2692,1.4324,0,1,666,4420041,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|32|115,115,114695161,32,2026-07-01,1,2101,26,35,7,14252.4587,14252.4587,-5067.6214,42.8612,-35.556121,407.2131,548.1715,1.3462,0,1,325,4420042,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|33|115,115,114695161,33,2026-07-01,1,2101,21,36,7,11693.9425,11689.8547,-7868.6334,42.8285,-67.311644,324.8317,556.8544,1.7143,1,1,210,4420043,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|34|115,115,114695161,34,2026-07-01,1,2101,21,31,7,7875.4123,7875.4123,-1113.8276,42.7712,-14.143102,254.0456,375.0196,1.4762,0,1,210,4420044,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|35|115,115,114695161,35,2026-07-01,1,2101,19,30,7,14845.4602,14845.4602,9239.8051,42.7222,62.239937,494.8487,781.3400,1.5789,0,1,171,4420045,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|36|115,115,114695161,36,2026-07-01,1,2101,18,31,9,8378.8205,8378.8205,7502.6264,0.0654,89.542751,270.2845,465.4900,1.7222,0,1,153,4420046,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|37|115,115,114695161,37,2026-07-01,1,2101,15,25,7,8160.5125,8160.5125,8039.0709,42.7058,98.511839,326.4205,544.0342,1.6667,0,1,105,4420047,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
114695161|38|115,115,114695161,38,2026-07-01,1,2101,12,20,8,7913.5939,7913.5939,-3453.8560,42.7549,-43.644595,395.6797,659.4662,1.6667,0,1,66,4420048,A168_HF9F_20260827_0900,2026-08-27 09:00:00,443
