round_key,table_id,shoe_key,round_seq,biz_date,n_dealer_id,dealer_id_min,n_members,n_bets,n_bet_family,stake,validbet,ggr,rebate,hold_pct,stake_per_bet,stake_per_member,bets_per_member,n_zero_validbet,is_multiparty,n_member_pairs,audit_rn,run_id,snapshot_sync_time,batch_id
114659951|18|2,2,114659951,18,2026-05-30,1,1353,7,14,8,280.0090,280.0090,-17.6825,0.2017,-6.314991,20.0006,40.0013,2.0000,0,1,21,3010001,A168_HF9F_20260827_0900,2026-08-27 09:00:00,302
114659951|19|2,2,114659951,19,2026-05-30,1,1353,8,17,8,420.7522,416.5510,112.5712,0.0000,27.024603,24.7501,52.5940,2.1250,1,1,28,3010002,A168_HF9F_20260827_0900,2026-08-27 09:00:00,302
114659951|2|2,2,114659951,2,2026-05-30,1,1151,5,17,8,896.0968,896.0968,-772.2522,0.0000,-86.179558,52.7116,179.2194,3.4000,0,1,10,3010003,A168_HF9F_20260827_0900,2026-08-27 09:00:00,302
114659951|20|2,2,114659951,20,2026-05-30,1,1353,6,13,8,400.1898,49.2969,-149.1879,0.0000,-302.631579,30.7838,66.6983,2.1667,7,1,15,3010004,A168_HF9F_20260827_0900,2026-08-27 09:00:00,302
114659951|21|2,2,114659951,21,2026-05-30,1,1353,6,6,2,1167.1974,1167.1974,-1026.2029,0.0000,-87.920254,194.5329,194.5329,1.0000,0,1,15,3010005,A168_HF9F_20260827_0900,2026-08-27 09:00:00,302
114659951|22|2,2,114659951,22,2026-05-30,1,1353,10,19,8,941.7294,941.7294,-137.4120,0.0000,-14.591454,49.5647,94.1729,1.9000,0,1,45,3010006,A168_HF9F_20260827_0900,2026-08-27 09:00:00,302
114659951|23|2,2,114659951,23,2026-05-30,1,1353,11,17,8,1522.8994,1522.8994,1194.9604,0.1680,78.466138,89.5823,138.4454,1.5455,0,1,55,3010007,A168_HF9F_20260827_0900,2026-08-27 09:00:00,302
114659951|24|2,2,114659951,24,2026-05-30,1,1353,13,19,8,664.3993,664.3993,337.1952,0.2521,50.751889,34.9684,51.1076,1.4615,0,1,78,3010008,A168_HF9F_20260827_0900,2026-08-27 09:00:00,302
114659951|25|2,2,114659951,25,2026-05-30,1,1353,10,16,8,831.0850,831.0850,705.7827,0.2521,84.923053,51.9428,83.1085,1.6000,0,1,45,3010009,A168_HF9F_20260827_0900,2026-08-27 09:00:00,302
114659951|26|2,2,114659951,26,2026-05-30,1,1353,17,27,8,2144.4197,132.8822,-327.4962,0.0000,-246.456099,79.4230,126.1423,1.5882,16,1,136,3010010,A168_HF9F_20260827_0900,2026-08-27 09:00:00,302
114659951|27|2,2,114659951,27,2026-05-30,1,1353,13,22,8,859.0194,859.0194,-31.0156,1.3781,-3.610586,39.0463,66.0784,1.6923,0,1,78,3010011,A168_HF9F_20260827_0900,2026-08-27 09:00:00,302
114659951|28|2,2,114659951,28,2026-05-30,1,1353,7,13,8,1163.3140,1163.3140,-834.3135,0.3361,-71.718687,89.4857,166.1877,1.8571,0,1,21,3010012,A168_HF9F_20260827_0900,2026-08-27 09:00:00,302
114659951|29|2,2,114659951,29,2026-05-30,1,1353,6,12,8,735.2528,735.2528,184.4482,0.0000,25.086366,61.2711,122.5421,2.0000,0,1,15,3010013,A168_HF9F_20260827_0900,2026-08-27 09:00:00,302
114659951|3|2,2,114659951,3,2026-05-30,1,1151,4,16,8,869.9681,74.0728,-259.5355,0.0000,-350.379116,54.3730,217.4920,4.0000,4,1,6,3010014,A168_HF9F_20260827_0900,2026-08-27 09:00:00,302
114659951|30|2,2,114659951,30,2026-05-30,1,1353,6,13,8,1073.8108,1073.8108,644.8921,0.0000,60.056404,82.6008,178.9685,2.1667,0,1,15,3010015,A168_HF9F_20260827_0900,2026-08-27 09:00:00,302
