round_key,table_id,shoe_key,round_seq,biz_date,n_dealer_id,dealer_id_min,n_members,n_bets,n_bet_family,stake,validbet,ggr,rebate,hold_pct,stake_per_bet,stake_per_member,bets_per_member,n_zero_validbet,is_multiparty,n_member_pairs,audit_rn,run_id,snapshot_sync_time,batch_id
1274751|35|906,906,1274751,35,2026-06-29,1,-1,4,8,6,265.6661,265.6661,-47.8257,0.0000,-18.002173,33.2083,66.4165,2.0000,0,1,6,4360001,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274751|36|906,906,1274751,36,2026-06-29,1,-1,4,9,7,320.3672,320.3672,177.0460,0.0000,55.263454,35.5964,80.0918,2.2500,0,1,6,4360002,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274751|37|906,906,1274751,37,2026-06-29,1,-1,7,17,8,464.1456,446.9213,181.4574,0.0000,40.601638,27.3027,66.3065,2.4286,2,1,21,4360003,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274751|38|906,906,1274751,38,2026-06-29,1,-1,2,6,6,136.2923,136.2923,74.5751,0.0000,54.716981,22.7154,68.1462,3.0000,0,1,1,4360004,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274751|39|906,906,1274751,39,2026-06-29,1,-1,2,6,6,117.2929,117.2929,117.2929,0.0000,100.000000,19.5488,58.6464,3.0000,0,1,1,4360005,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274751|40|906,906,1274751,40,2026-06-29,1,-1,3,3,1,163.8929,163.8929,163.8929,0.0332,100.000000,54.6310,54.6310,1.0000,0,1,3,4360006,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274751|41|906,906,1274751,41,2026-06-29,1,-1,4,5,3,68.2700,68.2700,68.2700,0.0000,100.000000,13.6540,17.0675,1.2500,0,1,6,4360007,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274751|42|906,906,1274751,42,2026-06-29,1,-1,3,5,3,114.1249,114.1249,-58.2734,0.0000,-51.061037,22.8250,38.0416,1.6667,0,1,3,4360008,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274751|43|906,906,1274751,43,2026-06-29,1,-1,1,3,3,51.4311,51.4311,1.2858,0.0000,2.500000,17.1437,51.4311,3.0000,0,0,0,4360009,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274751|44|906,906,1274751,44,2026-06-29,1,-1,3,4,3,154.1266,154.1266,154.1266,0.2044,100.000000,38.5316,51.3755,1.3333,0,1,3,4360010,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274751|45|906,906,1274751,45,2026-06-29,1,-1,4,6,4,251.2916,251.2916,-148.4294,0.0000,-59.066617,41.8819,62.8229,1.5000,0,1,6,4360011,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274751|46|906,906,1274751,46,2026-06-29,1,-1,6,12,7,609.3914,609.3914,427.9364,0.5897,70.223567,50.7826,101.5652,2.0000,0,1,15,4360012,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274751|47|906,906,1274751,47,2026-06-29,1,-1,3,5,4,350.0298,350.0298,227.5560,0.0000,65.010471,70.0060,116.6766,1.6667,0,1,3,4360013,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274751|48|906,906,1274751,48,2026-06-29,1,-1,3,4,2,733.4437,682.0126,630.5816,0.0000,92.458927,183.3609,244.4812,1.3333,1,1,3,4360014,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274751|49|906,906,1274751,49,2026-06-29,1,-1,5,5,2,152.8163,152.8163,147.6732,0.0000,96.634451,30.5633,30.5633,1.0000,0,1,10,4360015,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274751|50|906,906,1274751,50,2026-06-29,1,-1,2,2,2,79.7182,79.7182,74.5751,0.0000,93.548387,39.8591,39.8591,1.0000,0,1,1,4360016,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274751|51|906,906,1274751,51,2026-06-29,1,-1,2,2,1,2002.5716,2002.5716,-2002.5716,0.0000,-100.000000,1001.2858,1001.2858,1.0000,0,1,1,4360017,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274751|6|906,906,1274751,6,2026-06-29,1,-1,3,5,3,696.9584,524.2767,-507.0085,0.0000,-96.706286,139.3917,232.3195,1.6667,1,1,3,4360018,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274751|7|906,906,1274751,7,2026-06-29,1,-1,6,6,2,1206.8137,1206.8137,-1143.3630,0.1346,-94.742294,201.1356,201.1356,1.0000,0,1,15,4360019,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274751|8|906,906,1274751,8,2026-06-29,1,-1,6,6,1,2602.4051,2602.4051,-2502.7119,0.0000,-96.169188,433.7342,433.7342,1.0000,0,1,15,4360020,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274751|9|906,906,1274751,9,2026-06-29,1,-1,8,9,3,1876.1397,1876.1397,-1124.7586,0.0000,-59.950687,208.4600,234.5175,1.1250,0,1,28,4360021,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274773|1|906,906,1274773,1,2026-06-29,1,-1,1,1,1,38.5733,38.5733,-38.5733,0.0000,-100.000000,38.5733,38.5733,1.0000,0,0,0,4360022,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274773|10|906,906,1274773,10,2026-06-29,1,-1,6,12,5,3255.6805,39.4658,-54.0058,0.0000,-136.842105,271.3067,542.6134,2.0000,6,1,15,4360023,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274773|11|906,906,1274773,11,2026-06-29,1,-1,3,5,3,248.5189,248.5189,186.8016,0.0000,75.165957,49.7038,82.8396,1.6667,0,1,3,4360024,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274773|12|906,906,1274773,12,2026-06-29,1,-1,4,6,3,168.1300,168.1300,-1.3463,0.1662,-0.800749,28.0217,42.0325,1.5000,0,1,6,4360025,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274773|13|906,906,1274773,13,2026-06-29,1,-1,2,4,2,76.5602,76.5602,-53.3839,0.0000,-69.728065,19.1400,38.2801,2.0000,0,1,1,4360026,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274773|14|906,906,1274773,14,2026-06-29,1,-1,3,6,4,94.1091,94.1091,25.3011,0.0000,26.884801,15.6849,31.3697,2.0000,0,1,3,4360027,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274773|15|906,906,1274773,15,2026-06-29,1,-1,5,8,5,2326.8011,2326.8011,2199.0514,0.2659,94.509642,290.8501,465.3602,1.6000,0,1,10,4360028,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274773|16|906,906,1274773,16,2026-06-29,1,-1,3,3,2,350.9500,350.9500,-54.0933,0.0000,-15.413380,116.9833,116.9833,1.0000,0,1,3,4360029,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274773|17|906,906,1274773,17,2026-06-29,1,-1,2,3,2,98.8359,98.8359,98.8359,0.0000,100.000000,32.9453,49.4180,1.5000,0,1,1,4360030,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274773|18|906,906,1274773,18,2026-06-29,1,-1,2,3,3,554.7827,554.7827,460.5243,0.0000,83.009853,184.9276,277.3913,1.5000,0,1,1,4360031,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274773|19|906,906,1274773,19,2026-06-29,1,-1,3,6,5,1187.8572,1187.8572,-1004.3679,0.0000,-84.552912,197.9762,395.9524,2.0000,0,1,3,4360032,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274773|2|906,906,1274773,2,2026-06-29,1,-1,1,1,1,51.4311,51.4311,51.4311,0.0000,100.000000,51.4311,51.4311,1.0000,0,0,0,4360033,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274773|20|906,906,1274773,20,2026-06-29,1,-1,8,9,3,3317.6159,3317.6159,-1189.1673,0.0000,-35.844032,368.6240,414.7020,1.1250,0,1,28,4360034,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274773|21|906,906,1274773,21,2026-06-29,1,-1,7,8,3,2590.6359,2590.6359,-2393.2601,0.0000,-92.381185,323.8295,370.0908,1.1429,0,1,21,4360035,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274773|22|906,906,1274773,22,2026-06-29,1,-1,6,9,5,1204.2696,1204.2696,-522.5479,0.0000,-43.391271,133.8077,200.7116,1.5000,0,1,15,4360036,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274773|23|906,906,1274773,23,2026-06-29,1,-1,6,11,5,722.5089,722.5089,-438.6166,0.0000,-60.707431,65.6826,120.4181,1.8333,0,1,15,4360037,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274773|24|906,906,1274773,24,2026-06-29,1,-1,5,13,5,1527.8871,219.0892,-249.6051,0.0000,-113.928528,117.5298,305.5774,2.6000,5,1,10,4360038,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274773|25|906,906,1274773,25,2026-06-29,1,-1,4,10,8,774.1524,774.1524,-56.7057,0.0000,-7.324872,77.4152,193.5381,2.5000,0,1,6,4360039,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274773|26|906,906,1274773,26,2026-06-29,1,-1,8,9,3,3069.0074,3069.0074,2184.6664,0.0000,71.184787,341.0008,383.6259,1.1250,0,1,28,4360040,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274773|27|906,906,1274773,27,2026-06-29,1,-1,3,8,7,1325.0221,1325.0221,1249.8041,0.0000,94.323269,165.6278,441.6740,2.6667,0,1,3,4360041,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274773|28|906,906,1274773,28,2026-06-29,1,-1,4,6,4,663.0912,56.4450,-1.5601,0.0000,-2.764009,110.5152,165.7728,1.5000,4,1,6,4360042,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274773|29|906,906,1274773,29,2026-06-29,1,-1,5,9,5,1855.9076,1855.9076,-1458.0444,5.6083,-78.562339,206.2120,371.1815,1.8000,0,1,10,4360043,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274773|3|906,906,1274773,3,2026-06-29,1,-1,2,2,1,945.9114,945.9114,-945.9114,0.0000,-100.000000,472.9557,472.9557,1.0000,0,1,1,4360044,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274773|30|906,906,1274773,30,2026-06-29,1,-1,6,16,6,1810.9097,1810.9097,1810.9097,6.0902,100.000000,113.1819,301.8183,2.6667,0,1,15,4360045,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274773|31|906,906,1274773,31,2026-06-29,1,-1,5,7,3,1720.2221,1720.2221,-1532.2965,0.0000,-89.075505,245.7460,344.0444,1.4000,0,1,10,4360046,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274773|32|906,906,1274773,32,2026-06-29,1,-1,6,6,2,1651.1468,1651.1468,1506.7432,0.0000,91.254340,275.1911,275.1911,1.0000,0,1,15,4360047,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274773|33|906,906,1274773,33,2026-06-29,1,-1,6,10,5,1806.7412,1806.7412,-1417.2530,0.0000,-78.442505,180.6741,301.1235,1.6667,0,1,15,4360048,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274773|34|906,906,1274773,34,2026-06-29,1,-1,5,6,3,1485.6732,1485.6732,-1121.3887,0.0000,-75.480175,247.6122,297.1346,1.2000,0,1,10,4360049,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274773|35|906,906,1274773,35,2026-06-29,1,-1,6,7,3,2791.0424,2791.0424,2629.8947,0.0000,94.226252,398.7203,465.1737,1.1667,0,1,15,4360050,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274773|36|906,906,1274773,36,2026-06-29,1,-1,5,11,6,673.0467,22.1304,-83.5717,0.0000,-377.632850,61.1861,134.6093,2.2000,6,1,10,4360051,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
1274773|37|906,906,1274773,37,2026-06-29,1,-1,4,7,4,86.1908,86.1908,-31.1171,0.0000,-36.102594,12.3130,21.5477,1.7500,0,1,6,4360052,A168_HF9F_20260827_0900,2026-08-27 09:00:00,437
