round_key,table_id,shoe_key,round_seq,biz_date,n_dealer_id,dealer_id_min,n_members,n_bets,n_bet_family,stake,validbet,ggr,rebate,hold_pct,stake_per_bet,stake_per_member,bets_per_member,n_zero_validbet,is_multiparty,n_member_pairs,audit_rn,run_id,snapshot_sync_time,batch_id
114641565|41|36,36,114641565,41,2026-05-13,1,2156,2,2,1,126.0372,0.0000,0.0000,0.0000,,63.0186,63.0186,1.0000,2,1,1,2270001,A168_HF9F_20260827_0900,2026-08-27 09:00:00,228
114641565|42|36,36,114641565,42,2026-05-13,1,2156,1,1,1,21.0062,21.0062,21.0062,0.0000,100.000000,21.0062,21.0062,1.0000,0,0,0,2270002,A168_HF9F_20260827_0900,2026-08-27 09:00:00,228
114641565|43|36,36,114641565,43,2026-05-13,1,2156,2,2,2,31.0062,31.0062,11.5062,0.0000,37.109346,15.5031,15.5031,1.0000,0,1,1,2270003,A168_HF9F_20260827_0900,2026-08-27 09:00:00,228
114641565|44|36,36,114641565,44,2026-05-13,1,2156,4,4,2,207.2427,207.2427,-102.6678,0.0000,-49.539873,51.8107,51.8107,1.0000,0,1,6,2270004,A168_HF9F_20260827_0900,2026-08-27 09:00:00,228
114641565|45|36,36,114641565,45,2026-05-13,1,2156,5,6,3,229.5080,229.5080,44.6535,0.0000,19.456186,38.2513,45.9016,1.2000,0,1,10,2270005,A168_HF9F_20260827_0900,2026-08-27 09:00:00,228
114641565|5|36,36,114641565,5,2026-05-13,1,2239,3,6,5,93.7909,93.7909,-15.9537,0.0000,-17.009883,15.6318,31.2636,2.0000,0,1,3,2270006,A168_HF9F_20260827_0900,2026-08-27 09:00:00,228
114641565|6|36,36,114641565,6,2026-05-13,1,2239,4,8,5,182.3926,182.3926,78.6097,0.0000,43.099187,22.7991,45.5982,2.0000,0,1,6,2270007,A168_HF9F_20260827_0900,2026-08-27 09:00:00,228
114641565|7|36,36,114641565,7,2026-05-13,1,2239,3,6,5,360.9050,360.9050,231.1764,0.0000,64.054637,60.1508,120.3017,2.0000,0,1,3,2270008,A168_HF9F_20260827_0900,2026-08-27 09:00:00,228
114641565|8|36,36,114641565,8,2026-05-13,1,2239,2,3,2,36.5736,36.5736,-31.3845,0.0000,-85.811787,12.1912,18.2868,1.5000,0,1,1,2270009,A168_HF9F_20260827_0900,2026-08-27 09:00:00,228
114641565|9|36,36,114641565,9,2026-05-13,1,2239,7,10,5,152.6503,152.6503,54.9843,0.0000,36.019781,15.2650,21.8072,1.4286,0,1,21,2270010,A168_HF9F_20260827_0900,2026-08-27 09:00:00,228
114641590|10|36,36,114641590,10,2026-05-13,1,2156,7,8,3,602.6530,602.6530,382.9616,0.0000,63.545952,75.3316,86.0933,1.1429,0,1,21,2270011,A168_HF9F_20260827_0900,2026-08-27 09:00:00,228
114641590|11|36,36,114641590,11,2026-05-13,1,2156,12,13,3,2481.2292,2481.2292,2263.0783,6.8906,91.207950,190.8638,206.7691,1.0833,0,1,66,2270012,A168_HF9F_20260827_0900,2026-08-27 09:00:00,228
114641590|12|36,36,114641590,12,2026-05-13,1,2156,12,13,3,2046.9928,2046.9928,-1407.7549,0.0000,-68.771852,157.4610,170.5827,1.0833,0,1,66,2270013,A168_HF9F_20260827_0900,2026-08-27 09:00:00,228
114641590|13|36,36,114641590,13,2026-05-13,1,2156,9,10,3,1304.8264,1304.8264,950.6673,0.0000,72.857761,130.4826,144.9807,1.1111,0,1,36,2270014,A168_HF9F_20260827_0900,2026-08-27 09:00:00,228
114641590|14|36,36,114641590,14,2026-05-13,1,2239,8,11,5,4233.1315,4233.1315,4228.9302,28.0666,99.900753,384.8301,529.1414,1.3750,0,1,28,2270015,A168_HF9F_20260827_0900,2026-08-27 09:00:00,228
114641590|15|36,36,114641590,15,2026-05-13,1,2239,6,7,3,1146.2731,1146.2731,983.2468,0.0000,85.777708,163.7533,191.0455,1.1667,0,1,15,2270016,A168_HF9F_20260827_0900,2026-08-27 09:00:00,228
114641590|16|36,36,114641590,16,2026-05-13,1,2239,6,9,5,1079.5602,1079.5602,-1054.3528,0.0000,-97.665027,119.9511,179.9267,1.5000,0,1,15,2270017,A168_HF9F_20260827_0900,2026-08-27 09:00:00,228
114641590|17|36,36,114641590,17,2026-05-13,1,2239,8,11,5,2273.5063,2273.5063,-1876.0300,0.0000,-82.517037,206.6824,284.1883,1.3750,0,1,28,2270018,A168_HF9F_20260827_0900,2026-08-27 09:00:00,228
114641590|18|36,36,114641590,18,2026-05-13,1,2239,9,12,5,1795.5579,1795.5579,-264.1970,0.0000,-14.713923,149.6298,199.5064,1.3333,0,1,36,2270019,A168_HF9F_20260827_0900,2026-08-27 09:00:00,228
114641590|19|36,36,114641590,19,2026-05-13,1,2239,8,8,2,807.8395,807.8395,-122.1952,0.0000,-15.126171,100.9799,100.9799,1.0000,0,1,28,2270020,A168_HF9F_20260827_0900,2026-08-27 09:00:00,228
114641590|2|36,36,114641590,2,2026-05-13,1,2156,1,1,1,42.0124,42.0124,-42.0124,0.3361,-100.000000,42.0124,42.0124,1.0000,0,0,0,2270021,A168_HF9F_20260827_0900,2026-08-27 09:00:00,228
114641590|20|36,36,114641590,20,2026-05-13,1,2239,10,10,2,1674.9021,1674.9021,-769.7097,0.0000,-45.955507,167.4902,167.4902,1.0000,0,1,45,2270022,A168_HF9F_20260827_0900,2026-08-27 09:00:00,228
114641590|21|36,36,114641590,21,2026-05-13,1,2239,9,11,4,782.3913,782.3913,318.7287,0.0000,40.737760,71.1265,86.9324,1.2222,0,1,36,2270023,A168_HF9F_20260827_0900,2026-08-27 09:00:00,228
114641590|22|36,36,114641590,22,2026-05-13,1,2239,9,10,3,1738.2451,1738.2451,1610.7314,0.0000,92.664225,173.8245,193.1383,1.1111,0,1,36,2270024,A168_HF9F_20260827_0900,2026-08-27 09:00:00,228
