round_key,table_id,shoe_key,round_seq,biz_date,n_dealer_id,dealer_id_min,n_members,n_bets,n_bet_family,stake,validbet,ggr,rebate,hold_pct,stake_per_bet,stake_per_member,bets_per_member,n_zero_validbet,is_multiparty,n_member_pairs,audit_rn,run_id,snapshot_sync_time,batch_id
1290708|32|903,903,1290708,32,2026-07-17,1,-1,7,7,2,514.5980,514.5980,275.6361,0.0000,53.563389,73.5140,73.5140,1.0000,0,1,21,5160001,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290708|33|903,903,1290708,33,2026-07-17,1,-1,7,7,2,388.2348,388.2348,-115.2119,0.0000,-29.675833,55.4621,55.4621,1.0000,0,1,21,5160002,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290708|34|903,903,1290708,34,2026-07-17,1,-1,15,20,6,994.3602,994.3602,-214.1189,0.6868,-21.533332,49.7180,66.2907,1.3333,0,1,105,5160003,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290708|35|903,903,1290708,35,2026-07-17,1,-1,6,10,5,609.8461,609.8461,609.8461,0.0000,100.000000,60.9846,101.6410,1.6667,0,1,15,5160004,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290708|36|903,903,1290708,36,2026-07-17,1,-1,3,3,1,213.4268,213.4268,-213.4268,0.0000,-100.000000,71.1423,71.1423,1.0000,0,1,3,5160005,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290708|37|903,903,1290708,37,2026-07-17,1,-1,10,10,2,741.5279,741.5279,223.1832,0.2126,30.097748,74.1528,74.1528,1.0000,0,1,45,5160006,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290708|38|903,903,1290708,38,2026-07-17,1,-1,3,3,2,833.1394,833.1394,729.8682,0.0000,87.604578,277.7131,277.7131,1.0000,0,1,3,5160007,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290708|39|903,903,1290708,39,2026-07-17,1,-1,1,1,1,516.3556,516.3556,516.3556,0.0000,100.000000,516.3556,516.3556,1.0000,0,0,0,5160008,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290708|4|903,903,1290708,4,2026-07-17,1,-1,6,8,3,179.3260,179.3260,-130.0839,0.0000,-72.540489,22.4157,29.8877,1.3333,0,1,15,5160009,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290708|40|903,903,1290708,40,2026-07-17,1,-1,4,5,3,1314.5749,1314.5749,-986.8056,0.1472,-75.066517,262.9150,328.6437,1.2500,0,1,6,5160010,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290708|41|903,903,1290708,41,2026-07-17,1,-1,4,4,2,453.9625,453.9625,-380.9197,0.0000,-83.909950,113.4906,113.4906,1.0000,0,1,6,5160011,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290708|42|903,903,1290708,42,2026-07-17,1,-1,8,9,3,1075.8259,1075.8259,-90.0726,1.6351,-8.372418,119.5362,134.4782,1.1250,0,1,28,5160012,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290708|43|903,903,1290708,43,2026-07-17,1,-1,14,15,3,2127.1303,2127.1303,706.8647,1.9115,33.230908,141.8087,151.9379,1.0714,0,1,91,5160013,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290708|44|903,903,1290708,44,2026-07-17,1,-1,12,12,2,604.7377,604.7377,347.1412,0.0000,57.403606,50.3948,50.3948,1.0000,0,1,66,5160014,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290708|45|903,903,1290708,45,2026-07-17,1,-1,8,13,5,775.9248,775.9248,-506.6889,0.0000,-65.301292,59.6865,96.9906,1.6250,0,1,28,5160015,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290708|46|903,903,1290708,46,2026-07-17,1,-1,7,12,7,561.8800,561.8800,-145.0107,0.0000,-25.808125,46.8233,80.2686,1.7143,0,1,21,5160016,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290708|47|903,903,1290708,47,2026-07-17,1,-1,3,4,2,451.8111,451.8111,-869.4137,0.0000,-192.428571,112.9528,150.6037,1.3333,0,1,3,5160017,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290708|48|903,903,1290708,48,2026-07-17,1,-1,7,8,2,543.9654,234.1521,152.6987,0.0000,65.213491,67.9957,77.7093,1.1429,1,1,21,5160018,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290708|49|903,903,1290708,49,2026-07-17,1,-1,4,7,5,259.8094,259.8094,217.9916,0.0523,83.904439,37.1156,64.9523,1.7500,0,1,6,5160019,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290708|5|903,903,1290708,5,2026-07-17,1,-1,9,11,4,1036.8445,1036.8445,-914.5197,0.0000,-88.202208,94.2586,115.2049,1.2222,0,1,36,5160020,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290708|50|903,903,1290708,50,2026-07-17,1,-1,8,8,2,287.2702,0.0000,0.0000,0.0000,,35.9088,35.9088,1.0000,8,1,28,5160021,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290708|51|903,903,1290708,51,2026-07-17,1,-1,6,7,3,262.3516,262.3516,-115.2334,0.0000,-43.923265,37.4788,43.7253,1.1667,0,1,15,5160022,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290708|52|903,903,1290708,52,2026-07-17,1,-1,4,4,2,464.7200,464.7200,-114.2437,0.0000,-24.583333,116.1800,116.1800,1.0000,0,1,6,5160023,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290708|6|903,903,1290708,6,2026-07-17,1,-1,15,20,5,1695.7526,1695.7526,1640.4436,0.0000,96.738378,84.7876,113.0502,1.3333,0,1,105,5160024,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290708|7|903,903,1290708,7,2026-07-17,1,-1,4,6,4,406.4872,25.8178,-129.0889,0.0000,-500.000000,67.7479,101.6218,1.5000,4,1,6,5160025,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290708|8|903,903,1290708,8,2026-07-17,1,-1,9,12,5,280.5981,280.5981,-149.2503,0.0000,-53.190063,23.3832,31.1776,1.3333,0,1,36,5160026,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290708|9|903,903,1290708,9,2026-07-17,1,-1,6,7,3,315.0669,315.0669,-310.9791,0.0000,-98.702559,45.0096,52.5111,1.1667,0,1,15,5160027,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|1|903,903,1290744,1,2026-07-17,1,-1,3,3,1,21.9451,21.9451,-20.8479,0.0000,-95.000000,7.3150,7.3150,1.0000,0,1,3,5160028,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|10|903,903,1290744,10,2026-07-17,1,-1,7,13,6,815.1154,815.1154,773.9524,0.0665,94.950040,62.7012,116.4451,1.8571,0,1,21,5160029,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|11|903,903,1290744,11,2026-07-17,1,-1,4,9,7,62.7831,62.7831,18.3282,0.0665,29.192903,6.9759,15.6958,2.2500,0,1,6,5160030,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|12|903,903,1290744,12,2026-07-17,1,-1,4,9,7,55.0153,55.0153,13.4981,0.0000,24.535099,6.1128,13.7538,2.2500,0,1,6,5160031,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|13|903,903,1290744,13,2026-07-17,1,-1,3,3,2,262.0504,262.0504,-254.3051,0.0000,-97.044335,87.3501,87.3501,1.0000,0,1,3,5160032,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|14|903,903,1290744,14,2026-07-17,1,-1,1,1,1,582.2658,582.2658,582.2658,0.0000,100.000000,582.2658,582.2658,1.0000,0,0,0,5160033,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|15|903,903,1290744,15,2026-07-17,1,-1,3,7,5,685.2148,122.6342,-153.2927,1.1037,-125.000000,97.8878,228.4049,2.3333,3,1,3,5160034,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|16|903,903,1290744,16,2026-07-17,1,-1,9,18,8,928.6894,928.6894,415.1694,5.0587,44.704875,51.5939,103.1877,2.0000,0,1,36,5160035,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|17|903,903,1290744,17,2026-07-17,1,-1,9,18,8,8803.5909,8803.5909,-7566.4251,0.0000,-85.947032,489.0884,978.1768,2.0000,0,1,36,5160036,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|18|903,903,1290744,18,2026-07-17,1,-1,15,18,4,779.2058,779.2058,-486.6308,1.3309,-62.452153,43.2892,51.9471,1.2000,0,1,105,5160037,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|19|903,903,1290744,19,2026-07-17,1,-1,22,33,7,1539.5745,1499.5745,-1358.7690,2.9888,-90.610305,46.6538,69.9807,1.5000,1,1,231,5160038,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|2|903,903,1290744,2,2026-07-17,1,-1,2,2,1,3.8727,3.8727,3.8727,0.0000,100.000000,1.9363,1.9363,1.0000,0,1,1,5160039,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|20|903,903,1290744,20,2026-07-17,1,-1,32,52,8,2779.8534,2754.0356,1802.9185,2.9561,65.464604,53.4587,86.8704,1.6250,1,1,496,5160040,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|21|903,903,1290744,21,2026-07-17,1,-1,11,25,8,725.4925,665.4925,-346.2303,0.0000,-52.026179,29.0197,65.9539,2.2727,2,1,55,5160041,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|22|903,903,1290744,22,2026-07-17,1,-1,10,22,8,963.3436,963.3436,590.7482,0.0000,61.322688,43.7883,96.3344,2.2000,0,1,45,5160042,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|23|903,903,1290744,23,2026-07-17,1,-1,7,20,8,621.2664,601.2664,199.0091,0.0000,33.098317,31.0633,88.7523,2.8571,1,1,21,5160043,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|24|903,903,1290744,24,2026-07-17,1,-1,9,14,7,1159.3801,1159.3801,620.6134,3.6790,53.529764,82.8129,128.8200,1.5556,0,1,36,5160044,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|25|903,903,1290744,25,2026-07-17,1,-1,7,14,8,381.7759,355.9581,40.2714,0.0000,11.313525,27.2697,54.5394,2.0000,1,1,21,5160045,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|26|903,903,1290744,26,2026-07-17,1,-1,5,11,8,317.2896,317.2896,-250.4997,0.0000,-78.949866,28.8445,63.4579,2.2000,0,1,10,5160046,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|27|903,903,1290744,27,2026-07-17,1,-1,16,23,8,3068.7816,3068.7816,1151.5999,6.6545,37.526292,133.4253,191.7988,1.4375,0,1,120,5160047,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|28|903,903,1290744,28,2026-07-17,1,-1,8,17,8,1258.4504,1258.4504,-204.2989,4.6581,-16.234165,74.0265,157.3063,2.1250,0,1,28,5160048,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|29|903,903,1290744,29,2026-07-17,1,-1,13,20,8,2372.1708,203.3789,-1247.5098,0.5324,-613.391973,118.6085,182.4747,1.5385,13,1,78,5160049,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|3|903,903,1290744,3,2026-07-17,1,-1,1,1,1,4.0878,4.0878,4.0878,0.0000,100.000000,4.0878,4.0878,1.0000,0,0,0,5160050,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|30|903,903,1290744,30,2026-07-17,1,-1,13,22,8,2606.7163,2606.7163,-522.0714,9.9817,-20.027933,118.4871,200.5166,1.6923,0,1,78,5160051,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|31|903,903,1290744,31,2026-07-17,1,-1,21,33,8,3312.5533,3312.5533,3040.8142,11.5788,91.796687,100.3804,157.7406,1.5714,0,1,210,5160052,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|32|903,903,1290744,32,2026-07-17,1,-1,6,14,8,1288.7309,1288.7309,-436.0187,0.0665,-33.833181,92.0522,214.7885,2.3333,0,1,15,5160053,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|33|903,903,1290744,33,2026-07-17,1,-1,5,11,8,1266.9636,1266.9636,-539.0658,0.0000,-42.547852,115.1785,253.3927,2.2000,0,1,10,5160054,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|34|903,903,1290744,34,2026-07-17,1,-1,9,15,8,969.1777,969.1777,-15.1861,0.0000,-1.566902,64.6118,107.6864,1.6667,0,1,36,5160055,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|35|903,903,1290744,35,2026-07-17,1,-1,9,17,8,1593.2060,1593.2060,-117.1192,0.1308,-7.351164,93.7180,177.0229,1.8889,0,1,36,5160056,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|36|903,903,1290744,36,2026-07-17,1,-1,23,34,8,3282.8288,3282.8288,1191.0245,4.1235,36.280434,96.5538,142.7317,1.4783,0,1,253,5160057,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|37|903,903,1290744,37,2026-07-17,1,-1,11,26,8,5084.4901,5084.4901,3213.2694,0.0000,63.197476,195.5573,462.2264,2.3636,0,1,55,5160058,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|38|903,903,1290744,38,2026-07-17,1,-1,10,23,8,4609.4888,4609.4888,2917.7056,0.0000,63.297815,200.4126,460.9489,2.3000,0,1,45,5160059,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|39|903,903,1290744,39,2026-07-17,1,-1,9,15,7,1666.9158,1666.9158,-1065.0199,0.0000,-63.891645,111.1277,185.2129,1.6667,0,1,36,5160060,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|4|903,903,1290744,4,2026-07-17,1,-1,4,4,2,184.1831,184.1831,-170.5961,0.0000,-92.623125,46.0458,46.0458,1.0000,0,1,6,5160061,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|40|903,903,1290744,40,2026-07-17,1,-1,18,34,8,6327.2219,6323.1341,4132.0552,0.0000,65.348214,186.0948,351.5123,1.8889,1,1,153,5160062,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|41|903,903,1290744,41,2026-07-17,1,-1,9,22,8,1446.2521,1446.2521,598.5866,0.0000,41.388813,65.7387,160.6947,2.4444,0,1,36,5160063,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|42|903,903,1290744,42,2026-07-17,1,-1,15,28,8,1644.0859,1639.9981,-353.7985,0.0000,-21.573105,58.7174,109.6057,1.8667,1,1,105,5160064,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|43|903,903,1290744,43,2026-07-17,1,-1,15,27,8,6276.0624,6276.0624,-3797.7071,0.0000,-60.510984,232.4468,418.4042,1.8000,0,1,105,5160065,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|44|903,903,1290744,44,2026-07-17,1,-1,23,37,8,2627.7263,2623.6385,-475.0797,3.1196,-18.107667,71.0196,114.2490,1.6087,1,1,253,5160066,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|45|903,903,1290744,45,2026-07-17,1,-1,21,33,8,2201.8236,2201.8236,-1503.3668,0.0000,-68.278261,66.7219,104.8487,1.5714,0,1,210,5160067,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|46|903,903,1290744,46,2026-07-17,1,-1,22,36,8,3512.3412,3512.3412,3021.2851,0.0000,86.019123,97.5650,159.6519,1.6364,0,1,231,5160068,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|47|903,903,1290744,47,2026-07-17,1,-1,28,48,8,4423.1694,4423.1694,-2478.9207,0.1472,-56.043993,92.1494,157.9703,1.7143,0,1,378,5160069,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|48|903,903,1290744,48,2026-07-17,1,-1,27,46,8,3223.5645,3223.5645,1678.3066,4.1398,52.063688,70.0775,119.3913,1.7037,0,1,351,5160070,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|49|903,903,1290744,49,2026-07-17,1,-1,13,23,8,2424.4737,2424.4737,-738.3988,2.6618,-30.456044,105.4119,186.4980,1.7692,0,1,78,5160071,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|5|903,903,1290744,5,2026-07-17,1,-1,3,3,1,292.0671,292.0671,-292.0671,0.0000,-100.000000,97.3557,97.3557,1.0000,0,1,3,5160072,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|50|903,903,1290744,50,2026-07-17,1,-1,20,28,8,2789.1684,2776.9050,-348.5179,1.8868,-12.550589,99.6132,139.4584,1.4000,1,1,190,5160073,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|6|903,903,1290744,6,2026-07-17,1,-1,14,19,6,765.4627,24.4149,-35.6113,0.0000,-145.858932,40.2875,54.6759,1.3571,13,1,91,5160074,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|7|903,903,1290744,7,2026-07-17,1,-1,17,26,8,672.0998,20.0303,1.6351,0.0000,8.163362,25.8500,39.5353,1.5294,17,1,136,5160075,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|8|903,903,1290744,8,2026-07-17,1,-1,15,26,8,917.4463,917.4463,-1.8263,0.0000,-0.199068,35.2864,61.1631,1.7333,0,1,105,5160076,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290744|9|903,903,1290744,9,2026-07-17,1,-1,6,13,6,251.7068,251.7068,202.7602,0.0000,80.554119,19.3621,41.9511,2.1667,0,1,15,5160077,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290775|1|903,903,1290775,1,2026-07-17,1,-1,3,3,1,856.7991,854.2173,-811.6356,0.0000,-95.015112,285.5997,285.5997,1.0000,0,1,3,5160078,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290775|10|903,903,1290775,10,2026-07-17,1,-1,22,28,6,4587.9658,4536.3303,-4254.3928,0.5396,-93.784900,163.8559,208.5439,1.2727,0,1,231,5160079,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290775|11|903,903,1290775,11,2026-07-17,1,-1,21,30,8,6873.3436,6873.3436,6655.7288,0.0327,96.833931,229.1115,327.3021,1.4286,0,1,210,5160080,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
1290775|12|903,903,1290775,12,2026-07-17,1,-1,12,24,8,11691.0492,11691.0492,11532.0638,0.0491,98.640110,487.1271,974.2541,2.0000,0,1,66,5160081,A168_HF9F_20260827_0900,2026-08-27 09:00:00,517
