round_key,table_id,shoe_key,round_seq,biz_date,n_dealer_id,dealer_id_min,n_members,n_bets,n_bet_family,stake,validbet,ggr,rebate,hold_pct,stake_per_bet,stake_per_member,bets_per_member,n_zero_validbet,is_multiparty,n_member_pairs,audit_rn,run_id,snapshot_sync_time,batch_id
114697533|19|32,32,114697533,19,2026-07-03,1,2254,15,18,4,2487.5802,2487.5802,-1679.5761,0.6654,-67.518473,138.1989,165.8387,1.2000,0,1,105,4520001,A168_HF9F_20260827_0900,2026-08-27 09:00:00,453
114697533|20|32,32,114697533,20,2026-07-03,1,2254,14,19,8,3046.8038,3046.8038,-2192.0792,0.0327,-71.946846,160.3581,217.6288,1.3571,0,1,91,4520002,A168_HF9F_20260827_0900,2026-08-27 09:00:00,453
114697533|21|32,32,114697533,21,2026-07-03,1,2254,12,15,6,3188.1255,3188.1255,38.7035,0.2453,1.213990,212.5417,265.6771,1.2500,0,1,66,4520003,A168_HF9F_20260827_0900,2026-08-27 09:00:00,453
114697533|22|32,32,114697533,22,2026-07-03,1,2254,12,16,5,1139.5204,945.8748,-1107.9082,0.0327,-117.130538,71.2200,94.9600,1.3333,0,1,66,4520004,A168_HF9F_20260827_0900,2026-08-27 09:00:00,453
114697533|23|32,32,114697533,23,2026-07-03,1,2254,10,14,5,1835.7587,1835.7587,-1570.3676,0.0000,-85.543249,131.1256,183.5759,1.4000,0,1,45,4520005,A168_HF9F_20260827_0900,2026-08-27 09:00:00,453
114697533|24|32,32,114697533,24,2026-07-03,1,2254,11,14,5,1020.9643,1020.9643,651.0580,0.0000,63.768926,72.9260,92.8149,1.2727,0,1,55,4520006,A168_HF9F_20260827_0900,2026-08-27 09:00:00,453
114697533|25|32,32,114697533,25,2026-07-03,1,2254,12,18,5,878.6416,878.6416,643.1513,0.0000,73.198361,48.8134,73.2201,1.5000,0,1,66,4520007,A168_HF9F_20260827_0900,2026-08-27 09:00:00,453
114697533|26|32,32,114697533,26,2026-07-03,1,2254,14,23,6,1327.5759,1327.5759,-954.0334,0.0327,-71.862816,57.7207,94.8268,1.6429,0,1,91,4520008,A168_HF9F_20260827_0900,2026-08-27 09:00:00,453
114697533|27|32,32,114697533,27,2026-07-03,1,2254,10,19,7,867.1933,867.1933,170.5436,0.0000,19.666163,45.6418,86.7193,1.9000,0,1,45,4520009,A168_HF9F_20260827_0900,2026-08-27 09:00:00,453
114697533|28|32,32,114697533,28,2026-07-03,1,2254,11,17,5,994.7935,994.7935,-493.8751,0.0000,-49.645990,58.5173,90.4358,1.5455,0,1,55,4520010,A168_HF9F_20260827_0900,2026-08-27 09:00:00,453
114697533|29|32,32,114697533,29,2026-07-03,1,2254,9,16,7,1144.3700,1144.3700,-873.5855,0.0000,-76.337679,71.5231,127.1522,1.7778,0,1,36,4520011,A168_HF9F_20260827_0900,2026-08-27 09:00:00,453
114697533|3|32,32,114697533,3,2026-07-03,1,2216,1,1,1,39.8561,39.8561,-37.8633,0.0000,-95.000000,39.8561,39.8561,1.0000,0,0,0,4520012,A168_HF9F_20260827_0900,2026-08-27 09:00:00,453
114697533|30|32,32,114697533,30,2026-07-03,1,2254,11,20,7,1144.1152,1144.1152,401.3219,1.9621,35.077056,57.2058,104.0105,1.8182,0,1,55,4520013,A168_HF9F_20260827_0900,2026-08-27 09:00:00,453
114697533|31|32,32,114697533,31,2026-07-03,1,1957,10,14,7,729.2304,729.2304,-440.2569,0.0000,-60.372819,52.0879,72.9230,1.4000,0,1,45,4520014,A168_HF9F_20260827_0900,2026-08-27 09:00:00,453
114697533|32|32,32,114697533,32,2026-07-03,1,1957,8,8,2,568.7507,2.2483,2.2483,0.0000,100.000000,71.0938,71.0938,1.0000,7,1,28,4520015,A168_HF9F_20260827_0900,2026-08-27 09:00:00,453
114697533|33|32,32,114697533,33,2026-07-03,1,1957,5,5,1,580.0210,580.0210,580.0210,0.0000,100.000000,116.0042,116.0042,1.0000,0,1,10,4520016,A168_HF9F_20260827_0900,2026-08-27 09:00:00,453
114697533|34|32,32,114697533,34,2026-07-03,1,1957,11,13,5,1677.6086,1677.6086,1361.1150,0.0327,81.134237,129.0468,152.5099,1.1818,0,1,55,4520017,A168_HF9F_20260827_0900,2026-08-27 09:00:00,453
