round_key,table_id,shoe_key,round_seq,biz_date,n_dealer_id,dealer_id_min,n_members,n_bets,n_bet_family,stake,validbet,ggr,rebate,hold_pct,stake_per_bet,stake_per_member,bets_per_member,n_zero_validbet,is_multiparty,n_member_pairs,audit_rn,run_id,snapshot_sync_time,batch_id
1262028|30|909,909,1262028,30,2026-06-14,1,-1,3,3,2,68.0174,68.0174,24.9566,0.1662,36.691523,22.6725,22.6725,1.0000,0,1,3,3700001,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262028|31|909,909,1262028,31,2026-06-14,1,-1,1,1,1,51.4311,51.4311,-48.8595,0.0000,-95.000000,51.4311,51.4311,1.0000,0,0,0,3700002,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262028|32|909,909,1262028,32,2026-06-14,1,-1,1,1,1,38.5733,38.5733,-38.5733,0.0000,-100.000000,38.5733,38.5733,1.0000,0,0,0,3700003,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262028|33|909,909,1262028,33,2026-06-14,1,-1,5,5,2,135.1373,135.1373,80.3007,0.1963,59.421557,27.0275,27.0275,1.0000,0,1,10,3700004,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262028|34|909,909,1262028,34,2026-06-14,1,-1,3,3,2,286.6461,0.0000,0.0000,0.0000,,95.5487,95.5487,1.0000,3,1,3,3700005,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262028|35|909,909,1262028,35,2026-06-14,1,-1,1,1,1,207.7145,207.7145,207.7145,0.0000,100.000000,207.7145,207.7145,1.0000,0,0,0,3700006,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262028|36|909,909,1262028,36,2026-06-14,1,-1,5,5,2,90.5203,90.5203,46.3660,0.0000,51.221655,18.1041,18.1041,1.0000,0,1,10,3700007,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262028|37|909,909,1262028,37,2026-06-14,1,-1,5,5,2,699.1521,699.1521,-477.2522,0.0000,-68.261571,139.8304,139.8304,1.0000,0,1,10,3700008,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262028|38|909,909,1262028,38,2026-06-14,1,-1,3,4,4,231.2463,231.2463,211.7463,0.0000,91.567433,57.8116,77.0821,1.3333,0,1,3,3700009,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262028|39|909,909,1262028,39,2026-06-14,1,-1,6,7,4,369.5959,369.5959,72.8967,0.0000,19.723363,52.7994,61.5993,1.1667,0,1,15,3700010,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262028|4|909,909,1262028,4,2026-06-14,1,-1,1,1,1,25.7155,0.0000,0.0000,0.0000,,25.7155,25.7155,1.0000,1,0,0,3700011,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262028|40|909,909,1262028,40,2026-06-14,1,-1,2,3,3,532.8181,532.8181,-479.7902,0.0000,-90.047651,177.6060,266.4090,1.5000,0,1,1,3700012,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262028|41|909,909,1262028,41,2026-06-14,1,-1,1,1,1,20.0000,20.0000,-20.0000,0.0000,-100.000000,20.0000,20.0000,1.0000,0,0,0,3700013,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262028|42|909,909,1262028,42,2026-06-14,1,-1,2,2,1,103.7962,103.7962,-103.7962,0.0000,-100.000000,51.8981,51.8981,1.0000,0,1,1,3700014,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262028|43|909,909,1262028,43,2026-06-14,1,-1,5,5,2,166.3660,166.3660,162.3155,0.0000,97.565348,33.2732,33.2732,1.0000,0,1,10,3700015,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262028|44|909,909,1262028,44,2026-06-14,1,-1,7,7,3,415.6498,415.6498,273.3750,0.0000,65.770508,59.3785,59.3785,1.0000,0,1,21,3700016,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262028|45|909,909,1262028,45,2026-06-14,1,-1,4,5,4,328.6473,328.6473,-111.6243,0.2493,-33.964776,65.7295,82.1618,1.2500,0,1,6,3700017,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262028|46|909,909,1262028,46,2026-06-14,1,-1,3,3,3,139.9865,10.3857,-83.0858,0.0000,-800.000000,46.6622,46.6622,1.0000,2,1,3,3700018,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262028|47|909,909,1262028,47,2026-06-14,1,-1,3,4,3,25.8150,10.2862,-59.1457,0.0000,-575.000000,6.4538,8.6050,1.3333,2,1,3,3700019,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262028|48|909,909,1262028,48,2026-06-14,1,-1,5,7,4,88.7422,88.7422,-11.4371,0.0000,-12.888010,12.6775,17.7484,1.4000,0,1,10,3700020,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262028|49|909,909,1262028,49,2026-06-14,1,-1,3,3,2,17.1116,17.1116,11.9685,0.0000,69.943687,5.7039,5.7039,1.0000,0,1,3,3700021,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262028|5|909,909,1262028,5,2026-06-14,1,-1,2,2,1,59.5450,59.5450,59.5450,0.0000,100.000000,29.7725,29.7725,1.0000,0,1,1,3700022,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262028|50|909,909,1262028,50,2026-06-14,1,-1,5,5,2,344.9340,344.9340,-79.0194,0.0000,-22.908560,68.9868,68.9868,1.0000,0,1,10,3700023,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262028|6|909,909,1262028,6,2026-06-14,1,-1,1,1,1,33.4302,33.4302,-33.4302,0.0000,-100.000000,33.4302,33.4302,1.0000,0,0,0,3700024,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262028|7|909,909,1262028,7,2026-06-14,1,-1,1,1,1,25.7155,25.7155,-24.4298,0.0000,-95.000000,25.7155,25.7155,1.0000,0,0,0,3700025,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262028|8|909,909,1262028,8,2026-06-14,1,-1,2,4,3,87.4328,87.4328,87.4328,0.0000,100.000000,21.8582,43.7164,2.0000,0,1,1,3700026,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262028|9|909,909,1262028,9,2026-06-14,1,-1,3,3,1,272.9827,0.0000,0.0000,0.0000,,90.9942,90.9942,1.0000,3,1,3,3700027,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262066|10|909,909,1262066,10,2026-06-14,1,-1,10,15,8,1175.7873,1175.7873,448.2571,0.0000,38.123997,78.3858,117.5787,1.5000,0,1,45,3700028,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262066|11|909,909,1262066,11,2026-06-14,1,-1,9,10,4,657.3070,657.3070,30.1625,0.0000,4.588797,65.7307,73.0341,1.1111,0,1,36,3700029,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262066|12|909,909,1262066,12,2026-06-14,1,-1,5,5,2,381.4613,381.4613,351.3742,0.0000,92.112654,76.2923,76.2923,1.0000,0,1,10,3700030,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262066|13|909,909,1262066,13,2026-06-14,1,-1,3,4,3,2043.2220,2043.2220,1977.3504,0.0000,96.776093,510.8055,681.0740,1.3333,0,1,3,3700031,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262066|14|909,909,1262066,14,2026-06-14,1,-1,3,6,4,3414.0201,3414.0201,3324.0157,0.0000,97.363684,569.0034,1138.0067,2.0000,0,1,3,3700032,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262066|15|909,909,1262066,15,2026-06-14,1,-1,2,2,1,149.8437,149.8437,149.8437,0.0000,100.000000,74.9219,74.9219,1.0000,0,1,1,3700033,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262066|16|909,909,1262066,16,2026-06-14,1,-1,4,4,2,1258.1540,0.0000,0.0000,0.0000,,314.5385,314.5385,1.0000,4,1,6,3700034,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262066|17|909,909,1262066,17,2026-06-14,1,-1,3,3,2,373.7876,373.7876,-257.6029,2.5903,-68.916923,124.5959,124.5959,1.0000,0,1,3,3700035,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262066|18|909,909,1262066,18,2026-06-14,1,-1,5,7,4,617.0545,617.0545,562.1998,3.8173,91.110247,88.1506,123.4109,1.4000,0,1,10,3700036,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262066|19|909,909,1262066,19,2026-06-14,1,-1,4,4,2,740.8548,0.0000,0.0000,0.0000,,185.2137,185.2137,1.0000,4,1,6,3700037,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262066|2|909,909,1262066,2,2026-06-14,1,-1,1,1,1,5.1431,5.1431,5.1431,0.0000,100.000000,5.1431,5.1431,1.0000,0,0,0,3700038,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262066|20|909,909,1262066,20,2026-06-14,1,-1,6,7,3,550.5624,550.5624,-468.1731,0.0000,-85.035434,78.6518,91.7604,1.1667,0,1,15,3700039,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262066|21|909,909,1262066,21,2026-06-14,1,-1,5,7,4,346.9673,346.9673,307.7411,0.0000,88.694535,49.5668,69.3935,1.4000,0,1,10,3700040,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
1262066|22|909,909,1262066,22,2026-06-14,1,-1,5,5,1,500.4881,500.4881,-476.7418,0.0332,-95.255374,100.0976,100.0976,1.0000,0,1,10,3700041,A168_HF9F_20260827_0900,2026-08-27 09:00:00,371
