round_key,table_id,shoe_key,round_seq,biz_date,n_dealer_id,dealer_id_min,n_members,n_bets,n_bet_family,stake,validbet,ggr,rebate,hold_pct,stake_per_bet,stake_per_member,bets_per_member,n_zero_validbet,is_multiparty,n_member_pairs,audit_rn,run_id,snapshot_sync_time,batch_id
114665147|46|112,112,114665147,46,2026-06-04,1,1331,52,65,9,6432.8377,6432.8377,-3251.7305,7.9468,-50.548928,98.9667,123.7084,1.2500,0,1,1326,3220001,A168_HF9F_20260827_0900,2026-08-27 09:00:00,323
114665147|47|112,112,114665147,47,2026-06-04,1,1331,53,71,9,4589.4443,4547.9014,1003.9806,0.1446,22.075689,64.6401,86.5933,1.3396,1,1,1378,3220002,A168_HF9F_20260827_0900,2026-08-27 09:00:00,323
114665147|48|112,112,114665147,48,2026-06-04,1,2142,35,43,8,3590.0960,142.8902,-197.8968,0.0000,-138.495724,83.4906,102.5742,1.2286,34,1,595,3220003,A168_HF9F_20260827_0900,2026-08-27 09:00:00,323
114665147|49|112,112,114665147,49,2026-06-04,1,2142,29,34,7,2201.3159,2201.3159,-1151.9652,0.2493,-52.330750,64.7446,75.9074,1.1724,0,1,406,3220004,A168_HF9F_20260827_0900,2026-08-27 09:00:00,323
114665147|5|112,112,114665147,5,2026-06-04,1,2171,13,20,7,2150.7884,2150.7884,-1547.5092,0.0000,-71.950786,107.5394,165.4453,1.5385,0,1,78,3220005,A168_HF9F_20260827_0900,2026-08-27 09:00:00,323
114665147|6|112,112,114665147,6,2026-06-04,1,2171,12,16,5,512.7011,512.7011,32.6728,0.0000,6.372671,32.0438,42.7251,1.3333,0,1,66,3220006,A168_HF9F_20260827_0900,2026-08-27 09:00:00,323
114665147|7|112,112,114665147,7,2026-06-04,1,2171,16,22,6,1292.0700,1292.0700,-726.4389,0.0000,-56.222871,58.7305,80.7544,1.3750,0,1,120,3220007,A168_HF9F_20260827_0900,2026-08-27 09:00:00,323
114665147|8|112,112,114665147,8,2026-06-04,1,2171,18,22,4,1476.5440,1476.5440,694.5873,0.0000,47.041425,67.1156,82.0302,1.2222,0,1,153,3220008,A168_HF9F_20260827_0900,2026-08-27 09:00:00,323
114665147|9|112,112,114665147,9,2026-06-04,1,2171,15,19,6,2038.9121,2038.9121,1354.4493,0.0000,66.430001,107.3112,135.9275,1.2667,0,1,105,3220009,A168_HF9F_20260827_0900,2026-08-27 09:00:00,323
114665183|1|112,112,114665183,1,2026-06-04,1,2142,11,11,2,4912.7843,4912.7843,-4166.6638,33.2343,-84.812676,446.6168,446.6168,1.0000,0,1,55,3220010,A168_HF9F_20260827_0900,2026-08-27 09:00:00,323
114665183|10|112,112,114665183,10,2026-06-04,1,2142,21,26,6,9999.7161,9999.7161,9019.6902,0.0935,90.199462,384.6045,476.1770,1.2381,0,1,210,3220011,A168_HF9F_20260827_0900,2026-08-27 09:00:00,323
114665183|11|112,112,114665183,11,2026-06-04,1,2142,24,38,9,1931.5321,1853.1935,639.9554,0.0000,34.532574,50.8298,80.4805,1.5833,2,1,276,3220012,A168_HF9F_20260827_0900,2026-08-27 09:00:00,323
114665183|12|112,112,114665183,12,2026-06-04,1,2142,25,29,5,5126.6220,5126.6220,-2902.9820,0.0000,-56.625630,176.7801,205.0649,1.1600,0,1,300,3220013,A168_HF9F_20260827_0900,2026-08-27 09:00:00,323
114665183|13|112,112,114665183,13,2026-06-04,1,2142,49,59,6,7216.9179,7216.9179,-3588.4922,3.9258,-49.723334,122.3206,147.2840,1.2041,0,1,1176,3220014,A168_HF9F_20260827_0900,2026-08-27 09:00:00,323
114665183|14|112,112,114665183,14,2026-06-04,1,2142,60,78,8,6391.5100,6391.5100,636.1842,5.9822,9.953582,81.9424,106.5252,1.3000,0,1,1770,3220015,A168_HF9F_20260827_0900,2026-08-27 09:00:00,323
