round_key,table_id,shoe_key,round_seq,biz_date,n_dealer_id,dealer_id_min,n_members,n_bets,n_bet_family,stake,validbet,ggr,rebate,hold_pct,stake_per_bet,stake_per_member,bets_per_member,n_zero_validbet,is_multiparty,n_member_pairs,audit_rn,run_id,snapshot_sync_time,batch_id
114714423|16|7,7,114714423,16,2026-07-18,1,948,6,7,3,1095.8744,1095.8744,863.6950,0.0000,78.813316,156.5535,182.6457,1.1667,0,1,15,5200001,A168_HF9F_20260827_0900,2026-08-27 09:00:00,521
114714423|17|7,7,114714423,17,2026-07-18,1,948,8,11,5,2793.1816,2793.1816,1965.0535,22.4206,70.351798,253.9256,349.1477,1.3750,0,1,28,5200002,A168_HF9F_20260827_0900,2026-08-27 09:00:00,521
114714423|18|7,7,114714423,18,2026-07-18,1,948,7,7,2,565.0347,565.0347,510.3871,0.0000,90.328450,80.7192,80.7192,1.0000,0,1,21,5200003,A168_HF9F_20260827_0900,2026-08-27 09:00:00,521
114714423|19|7,7,114714423,19,2026-07-18,1,948,6,9,5,526.8214,526.8214,462.3670,0.3270,87.765419,58.5357,87.8036,1.5000,0,1,15,5200004,A168_HF9F_20260827_0900,2026-08-27 09:00:00,521
114714423|2|7,7,114714423,2,2026-07-18,1,948,3,3,1,37.9271,37.9271,37.9271,0.0000,100.000000,12.6424,12.6424,1.0000,0,1,3,5200005,A168_HF9F_20260827_0900,2026-08-27 09:00:00,521
114714423|20|7,7,114714423,20,2026-07-18,1,948,11,15,5,1391.6811,1391.6811,-538.1885,0.3270,-38.671825,92.7787,126.5165,1.3636,0,1,55,5200006,A168_HF9F_20260827_0900,2026-08-27 09:00:00,521
114714423|21|7,7,114714423,21,2026-07-18,1,948,11,13,4,1615.6680,1615.6680,1575.6680,9.3563,97.524244,124.2822,146.8789,1.1818,0,1,55,5200007,A168_HF9F_20260827_0900,2026-08-27 09:00:00,521
114714423|22|7,7,114714423,22,2026-07-18,1,948,13,17,6,2715.8505,2715.8505,809.8896,0.1635,29.820845,159.7559,208.9116,1.3077,0,1,78,5200008,A168_HF9F_20260827_0900,2026-08-27 09:00:00,521
114714423|23|7,7,114714423,23,2026-07-18,1,948,15,20,7,2567.4382,2567.4382,1670.6139,13.7995,65.069296,128.3719,171.1625,1.3333,0,1,105,5200009,A168_HF9F_20260827_0900,2026-08-27 09:00:00,521
114714423|24|7,7,114714423,24,2026-07-18,1,948,15,15,2,4283.1047,4283.1047,-423.1654,13.3089,-9.879875,285.5403,285.5403,1.0000,0,1,105,5200010,A168_HF9F_20260827_0900,2026-08-27 09:00:00,521
